Left Cerebellum,Right Cerebellum,Left Brainstem,Right Brainstem,Left Cerebrum,Right Cerebrum,Inter-Hemispheric,filename,subject,emotion,priming,Posterior Lobe,Medulla,Temporal Lobe,Limbic Lobe,Frontal Lobe,Sub-lobar,Pons,Anterior Lobe,Occipital Lobe,Midbrain,Frontal-Temporal Space,Parietal Lobe,Gray Matter,White Matter,Cerebro-Spinal Fluid,true_label,predicted_label,error_count
0.4167132669448983,1.294364514863308,0.3347143192914028,0.2370197419908395,-1.3047870029380182,-1.3598252947847995,-3.9531264492775375,./emotion-fmri-neu/cp007_beta_disgust_congruent_c0.nii.gz,7,disgust,congruent,0.9783401999014188,0.4288897751931551,-0.886111854938788,-2.0603272817258818,-2.311655205188182,-0.9706681890551696,0.2774916084536627,0.6091022168229628,1.915462629492976,0.2628366813352113,0.0669817180315451,-1.7279577945094593,-0.915381995777244,-1.1346370288030965,-2.125409993907477,congruent,incongruent,1
0.4237003589307292,0.4527492786230773,0.0832797459368186,0.014367311729687,0.1453061599703737,-0.0134544460975418,0.1758389089809569,./emotion-fmri-neu/cp016_beta_fear_incongruent_c0.nii.gz,16,fear,incongruent,0.6025875857326728,-0.1105371036944754,0.0532902639748338,-0.059102274740891,0.0276517394888969,-0.0990888573992676,-0.2364056523420054,0.0470774687479734,0.6337814501695942,0.3390160724904559,0.0131799093122407,-0.0407727056542498,0.2040855701649354,0.025054503453062,-0.0992908376196285,incongruent,neutral,1
0.4520209763560891,0.8343135804050357,0.5405866280767798,0.6101405804783318,0.0734810370373049,0.1480083908180486,1.0644538561771633,./emotion-fmri-neu/cp016_beta_anger_congruent_c0.nii.gz,16,anger,congruent,0.5627798474267582,0.3306290822624796,0.1307653219497945,-0.031084485972034,0.0248018975855769,-0.0627294709141215,1.0156519465004712,0.8146760598792949,1.111941910650568,0.2197273058903498,1.3752344961186271,-0.2435115775178573,0.3751844657957213,-0.0376656491426627,-0.4096318140510668,congruent,neutral,1
0.4991085984848042,0.6014587162473184,-2.181631311443044,-2.311746709310352,0.1827324844423552,0.155638995128928,-0.9064116983283268,./emotion-fmri-neu/cp014_beta_fear_neutral_c0.nii.gz,14,fear,neutral,1.397596614101582,-3.985203172759606,-0.2157178564572739,-0.6606776990755443,-0.0014079589715086,-0.4788920087684996,-1.1860549353668803,-1.3304418259775728,3.007402560325478,-2.857821366476242,2.030909536720698,-0.056091666985158,0.3360681983151383,0.1284901647475331,-1.7618380232231996,neutral,incongruent,1
0.6996326574555433,0.9126216381938496,-1.00306105214281,-1.552544275009051,-0.7351650033089557,-0.6428853592181836,-1.2949081623188838,./emotion-fmri-neu/cp021_beta_disgust_neutral_c0.nii.gz,21,disgust,neutral,1.1283280425349664,-2.0866993170083306,-0.943145701506996,-1.8686801856832624,-1.3615023468115703,-1.2034583829139045,-1.614927815329652,0.0894998691116382,3.865583663980423,-0.7943770796375705,-1.5053089883832682,-0.9872982802231952,-0.2365396636671952,-0.7090018618887357,-1.621814333786463,neutral,incongruent,1
0.8196667518661285,1.1949989611358376,-0.5371991602861186,-0.6484416558695681,0.8938542981021438,0.8823413844925517,0.3107275729849471,./emotion-fmri-neu/cp022_beta_fear_congruent_c0.nii.gz,22,fear,congruent,1.0760498580416469,-2.675432349857304,1.271113919564255,-0.0120649524628749,0.6733029487147997,0.6742093243855806,-0.980250142158658,0.8943688823887425,2.648944013003087,0.1791971712293849,1.9670186638451892,0.373142295388747,1.0687782652857991,0.7409942717274203,0.4394315289335155,congruent,neutral,1
0.8200450803271436,0.9728972279555772,-0.1492861722046286,0.5292184045827772,0.1324973318927856,0.2544351909487619,0.1838959532592793,./emotion-fmri-neu/cp015_beta_anger_incongruent_c0.nii.gz,15,anger,incongruent,0.9422317954797848,1.0728447492445523,-0.1771430883962426,0.0307237931466545,0.1990327205458649,-0.2741564716374184,0.4893443025650488,0.7985558998406851,1.3287762406874402,-0.2726641992348073,1.206864081147979,0.2358284131656578,0.5329732373285951,0.0333074930820752,-0.8633345001726188,incongruent,congruent,1
0.8428339924185236,1.5072656227052446,0.0257371282222207,0.3763945773769668,-0.086056168464169,-0.1624630172441477,-0.178981518501224,./emotion-fmri-neu/cp006_beta_anger_congruent_c0.nii.gz,6,anger,congruent,1.225783147501749,-2.870813901510437,-0.748502625551284,-0.4833752325070255,-0.3753689494446944,-0.3938659916706464,0.3235527825812943,1.0598671659466077,2.541918860925892,0.6933664031977084,-0.7417421985544775,-0.3671595523835061,0.3196430156611989,-0.2395067515659691,-0.4989081580362619,congruent,incongruent,1
0.8572249399318287,1.1487539996812182,0.9950559194639332,1.509405603011588,-0.0150359509264063,-0.1366270237365848,0.4425041182173101,./emotion-fmri-neu/cp006_beta_disgust_congruent_c0.nii.gz,6,disgust,congruent,0.7433161428676379,-1.617385902880545,-0.4003047947043009,-0.3149234521911883,-0.4293072890930386,-0.7203191636983572,1.2743661121822345,1.6045080693874865,2.6329266468960757,1.78939045152328,-0.1046468426611546,-0.1952852190237596,0.3325081230838567,-0.2216870885513731,-1.1724856598354632,congruent,neutral,1
0.9362722911116774,1.1083248380097963,1.7865952181624427,1.2705156366237358,0.3958725291925939,0.1287243196206519,-1.2086766492943233,./emotion-fmri-neu/cp014_beta_disgust_neutral_c0.nii.gz,14,disgust,neutral,1.2014867183435962,1.4778569613292205,-0.1313867119686649,-0.4811741252438331,0.0214896724725305,0.1346059213594814,-0.0211756078398421,0.652828670319484,1.0071942387963124,2.9592080929942823,0.7601313267134978,1.3792140424813313,0.5581436362266995,0.2058210956618866,-0.4695010954238763,neutral,congruent,1
0.9722622997407112,1.3984410105727896,0.2284988300682238,0.2222748808961085,0.5373641214552951,0.2205057073927665,-0.2813772624862756,./emotion-fmri-neu/cp007_beta_fear_incongruent_c0.nii.gz,7,fear,incongruent,1.2940500196864626,-0.0850945393412422,-0.079387193059912,-0.450069902329791,0.066021806341768,0.2538899245804138,-0.161772293643669,0.9673752715225624,3.0741290012547573,0.6424053555979453,0.9547789555325265,0.2767243899463368,0.7346767318092814,0.2690022411472495,-0.8097374987293382,incongruent,congruent,1
0.9757268539158154,1.9834983734689544,1.492310687266312,1.0214272247977794,-0.5440920920815561,-0.4461228408926465,-0.4828720303864704,./emotion-fmri-neu/cp021_beta_anger_neutral_c0.nii.gz,21,anger,neutral,1.2536833015488484,-0.3878939277687121,-0.8568080705249214,-1.0771700174333014,-0.7942981164080515,-1.3393136220099084,1.81076570860562,1.9968596257416933,2.9578286547556805,1.083553593045794,-0.5447442288935852,-0.8863514878133693,0.1595533709639554,-0.591821167992759,-2.0727615037308604,neutral,incongruent,1
0.989663988237394,0.7128266339201246,-1.315337377040685,-2.824428962116901,2.8933451335413727,2.972288728986753,3.136078313777966,./emotion-fmri-neu/cp022_beta_anger_congruent_c0.nii.gz,22,anger,congruent,0.8686657483462382,-3.678574218494303,2.406557136138421,2.063169270939483,2.753134305797285,1.5173154462258598,-2.94677036680894,0.8815401684157158,4.895253999374647,-0.9109520455827276,3.7535505987267808,4.342271042453498,2.721193450267821,2.631813387790882,1.07246279705058,congruent,neutral,1
0.9925711520541042,1.557558523039305,-0.5796937168632939,-0.154294042724249,-0.5233241701513128,-0.5298687841044686,-0.3484385883848866,./emotion-fmri-neu/cp011_beta_anger_neutral_c0.nii.gz,11,anger,neutral,1.5971773683747978,-3.823058450547125,-1.2259979125465723,-1.044639424536403,-0.6799155654069298,-0.8951024362007454,-0.1852113360118413,0.5522928347121501,3.2831411895771043,0.1450887039716409,-0.709877783332972,-1.6584752466266324,0.0012709796284217,-0.568022180016738,-0.98306667750148,neutral,incongruent,1
1.017440190837387,1.5271203896537116,0.0424075445042965,-0.4728950323280665,1.1797498792180334,0.9723087485664126,0.9287980082720404,./emotion-fmri-neu/cp014_beta_anger_neutral_c0.nii.gz,14,anger,neutral,1.3272254554180305,-7.353827119696413,0.1742079722690568,0.4155672658457456,1.0781438745370415,1.2110838155240011,-1.6894923639024302,1.179638092040859,1.9635178488157856,2.560408361474737,1.5662053281559714,1.771365653700081,1.268587010501547,0.942391186719561,1.2211451662554895,neutral,congruent,1
1.1470700418407007,1.858799780164376,-1.2840605255488786,-0.6842228502944405,0.9389889270910308,0.6794731532976556,1.2999101935080335,./emotion-fmri-neu/cp023_beta_disgust_neutral_c0.nii.gz,23,disgust,neutral,1.8409557506133127,-0.5764431640254257,0.3896644465704758,-0.1916546237120972,0.5825814099213892,0.0877140041012566,-0.2062867916127587,0.7369496755340471,3.7254286814451127,-1.783340897536167,0.6106489458996216,0.9062260679205868,1.2979516115849143,0.5063031943247542,-0.5455108733329149,neutral,congruent,1
1.1547770260968837,1.8749620362170123,0.6105856916437027,0.7623965326545271,-1.4283094644970773,-1.5631306012027206,-1.4662215206492786,./emotion-fmri-neu/cp011_beta_fear_congruent_c0.nii.gz,11,fear,congruent,1.860474287357269,1.1185541692139815,-2.275525031714175,-1.593579082056183,-2.041332222520624,-1.2240888768571077,0.6566404799572155,0.7005955109193989,2.449561187825205,0.6211749706382609,-2.2444335607818333,-2.472089308064226,-0.7327969438602596,-1.4729173208728898,-0.9415949095075236,congruent,incongruent,1
1.1650725418252423,2.0870512345652434,0.1782475573355293,0.5439702862534467,0.8379298092591344,0.8061456024916049,0.9978647210836316,./emotion-fmri-neu/cp029_beta_anger_congruent_c0.nii.gz,29,anger,congruent,1.7985089545645967,0.3545293383456785,0.6458694502560118,-0.0509663631449124,0.3741187101754186,0.3451250425848176,1.0563416128978054,1.2145695590647718,4.086955413427491,-0.2771102508204097,0.6573227272000708,0.6350147683814684,1.2575187966291757,0.6316967451342489,-0.573836551667661,congruent,neutral,1
1.2225558887809842,1.0636639942432622,0.3102633658882291,0.8519847983734565,0.1989211162618888,0.369331166058883,0.0809809141521716,./emotion-fmri-neu/cp026_beta_anger_congruent_c0.nii.gz,26,anger,congruent,1.0801640136471036,2.109284468894314,0.3897092809057771,-0.3025577592152689,-0.5475569595992961,-0.8813561116380163,0.0281021933285006,1.3073241495080403,4.648101362915655,0.766480839946891,-0.299783962662198,0.3112171715426445,0.7470592655479761,0.0700725213106864,-1.7110964017373305,congruent,neutral,1
1.2922534205084908,1.594551682735036,0.8703171461057075,0.9230220402752678,1.359154013675304,1.4168308396555374,2.885800036083095,./emotion-fmri-neu/cp022_beta_disgust_neutral_c0.nii.gz,22,disgust,neutral,1.6675000647283902,-1.6296985618547408,0.762415934346017,0.951112321703229,1.017122790088307,0.1223539896712856,1.2684900094901166,0.9396695351316257,5.737189133893302,1.0619749014528483,1.5769380105886213,1.078534481566824,1.7268818593007411,1.055049359074766,-0.7215471268644595,neutral,incongruent,1
1.3549545969611214,1.806978607319884,0.8082032818233901,0.9166547180440184,1.3932692179317896,0.9408147254361204,0.1216970344746225,./emotion-fmri-neu/cp008_beta_disgust_neutral_c0.nii.gz,8,disgust,neutral,1.9995232485891357,-0.8519758532808444,0.7281838180272013,-0.5192293899257886,1.3687399298275131,-0.057821960748144,1.502242585437613,0.6217933281882765,3.5907052320081285,0.6201928776183223,2.841381939264096,1.4477415426122802,1.4649160762793667,1.0317382818673353,-0.5860862532526457,neutral,congruent,1
1.370061889970415,2.175226627683988,-0.0557123860606338,-0.1375202032608548,1.3072683855163405,1.5945164684978337,1.966667918735408,./emotion-fmri-neu/cp022_beta_disgust_congruent_c0.nii.gz,22,disgust,congruent,2.131026016035486,-0.9788957418283994,0.726034572996932,0.3340801373174757,1.7514298497274037,0.3642708811843199,-0.2886034474865291,0.9289469220375194,3.568746651850352,0.2520489697403407,1.4839108323133523,1.5811395016836198,1.7442456737726475,1.2630346215116823,0.120771980839646,congruent,neutral,1
1.377749688584445,1.4592147440343255,-0.0314462255860033,0.228763252317844,0.960737328289259,0.959959818372017,1.5178217811013552,./emotion-fmri-neu/cp015_beta_fear_neutral_c0.nii.gz,15,fear,neutral,1.7159839244322053,1.797559915788701,0.2561740353554904,0.554441596846249,0.9288018712607108,0.1577575648528551,-0.2733124133442723,0.7794253990532126,2.1388912878374384,0.0915525802606874,0.6109354664872414,1.9356720169025967,1.4175390572040176,0.6401049979001571,-0.9404945159618168,neutral,congruent,1
1.3842896588837357,2.26060671867742,-1.359670305435456,-1.8516541130940036,-1.4127608544453862,-0.3928749059207212,-1.2285021534681415,./emotion-fmri-neu/cp004_beta_fear_congruent_c0.nii.gz,4,fear,congruent,2.1061676772548843,-7.215108294760939,-0.6380885891988733,-1.7062495740332335,-0.9026967168763906,-1.7672448805321077,-1.964661751670572,1.2464501214904204,1.465609257626423,-0.1434915165641035,-2.238809719222172,-1.7737567683746371,-0.0695873429102928,-1.0262037526826255,-1.9179819303533292,congruent,neutral,1
1.3974214278877544,1.5304821790847465,0.5596424192232891,0.5832451207354569,0.5773636863224887,0.4467249353522964,0.2542536980782093,./emotion-fmri-neu/cp026_beta_anger_incongruent_c0.nii.gz,26,anger,incongruent,1.537122124503111,1.6584657889814671,0.4733092486352241,-0.579051243873224,-0.2457693325075863,-0.3542438113243114,0.5445146731731523,1.306873070678863,5.112052183323852,0.3781910557804387,-0.2406535362187157,0.39856100456981,1.1254016436908891,0.1687577606595242,-1.103321059067382,incongruent,neutral,1
1.43285717638983,1.41037740915475,0.7132734008558071,0.1705149530105889,-0.3861012243880724,-0.1212005923724667,-1.0636244718864996,./emotion-fmri-neu/cp021_beta_anger_congruent_c0.nii.gz,21,anger,congruent,1.5683413515635665,-1.7918869164177458,-1.1883684561482537,-1.0601649897723011,-1.2365291406443593,0.1265762062732305,-0.3505480527262082,1.087875652338003,4.266014123624622,1.6195632035806846,-1.7363928002343132,0.0700419602816715,0.183698039721228,-0.2044341191711255,-0.0907641894234051,congruent,incongruent,1
1.4687123628060157,1.876821848338515,-0.0418487966626632,-0.252121776014712,1.0383208504104453,1.1535072915272042,1.8001405113528677,./emotion-fmri-neu/cp023_beta_fear_congruent_c0.nii.gz,23,fear,congruent,1.787273154432878,-0.017113949853614,0.8210846946127472,0.6678402975934721,0.5365870395464055,0.3739469913664039,0.779552280112025,1.4297067778413772,4.532613347105909,-1.0095817625170576,1.324090351234584,1.0975370932874975,1.5815053993904364,0.744136318645314,-0.5077760517457385,congruent,incongruent,1
1.482136432149462,1.7221053674868367,0.5374167896317247,1.3493633058473051,0.2910045633882867,0.4289015022438958,-0.2551948215632445,./emotion-fmri-neu/cp026_beta_disgust_congruent_c0.nii.gz,26,disgust,congruent,1.6120811821654215,3.615949490918368,0.2965281378925064,-0.8957367408325659,-0.045869663318411,-1.2656115174278475,1.506826804857012,1.5820190328192156,4.556745087708929,-0.1214860701978714,0.1551377334179625,0.4747938269131851,1.0730340194111616,0.0032333143368493,-2.469570053527402,congruent,neutral,1
1.482644882936094,2.528869208485633,-0.6783457285379112,-1.0686109444195333,1.6559806122054557,1.973411033096193,2.612403866214543,./emotion-fmri-neu/cp004_beta_anger_congruent_c0.nii.gz,4,anger,congruent,2.330151522685916,-2.3428600704172005,0.4369665494806642,0.8571780683241126,2.769255337331055,-0.3649872491626179,-1.0222760791349446,1.227899253615227,4.451907336864743,-0.4346835837250306,0.2313714071904177,1.4735675892800495,2.0745974149542565,1.6607763841581522,-0.4895352571904782,congruent,neutral,1
1.4889876033250733,1.941820983941963,-0.0592851231553934,-0.1529562965151933,0.8012145092348595,1.053390927153399,1.515023782496207,./emotion-fmri-neu/cp005_beta_anger_congruent_c0.nii.gz,5,anger,congruent,1.696347877443143,-2.6827251564556525,0.2963629956013663,0.3375024549217835,0.484420860665964,0.2501662574097889,-0.6461064244800718,1.7721926959010583,5.057114390166955,0.9039114951257264,1.2636044228476258,0.5652779992459217,1.3152732277741894,0.7681557062507282,0.5941886270340561,congruent,incongruent,1
1.512473830856892,1.463866254744472,0.648171109683311,1.1422512555186028,0.6052896942746868,0.6312295369316874,0.8132493968628121,./emotion-fmri-neu/cp026_beta_fear_congruent_c0.nii.gz,26,fear,congruent,1.426080107520086,2.034168712023655,0.4732092028223706,0.1276780080921398,0.0927553418814155,-0.2547712842452094,1.0059390090127964,1.6271391042040009,4.637298419811763,0.5549370737944119,-0.893717382526597,0.0947771098678768,1.1227663533390977,0.35424311685604,-0.6842703957598066,congruent,neutral,1
