Left Cerebral White Matter,Left Cerebral Cortex ,Left Lateral Ventrical,Left Thalamus,Left Caudate,Left Putamen,Left Pallidum,Brain-Stem,Left Hippocampus,Left Amygdala,Left Accumbens,Right Cerebral White Matter,Right Cerebral Cortex ,Right Lateral Ventricle,Right Thalamus,Right Caudate,Right Putamen,Right Pallidum,Right Hippocampus,Right Amygdala,Right Accumbens,filename,subject,emotion,priming,true_label,predicted_label,error_count
-0.6321414392696809,0.9430775296561896,-3.4661076306528398,-0.8745818689712268,-0.8207780581890942,-0.2839895559371899,-0.3874521515653152,0.3200766710318728,-1.6761392145511458,-1.4140834169157332,-0.5580573534006158,-0.4941078659927742,1.0132531038059358,-2.858633606944823,-0.568917841424156,-1.033506043380471,-0.3668028280093615,-1.107942235759798,-0.2832643475537206,-0.3399939007553527,-1.129551965086893,./emotion-fmri-neu/cp026_beta_disgust_congruent_c0.nii.gz,26,disgust,congruent,congruent,neutral,1
-0.6177519161427485,-0.2720684427229501,-0.5795793085959488,0.5106570941159542,-0.0456855270059583,-0.1782337321583517,-0.5765967439338295,-0.0831343625475116,-0.5300968777086993,-0.8759260082354113,-1.4255297515770684,-0.7790507792044061,-0.086443179301252,-1.3961310502454296,0.520112241403631,-1.120475860813259,-0.5541425842355302,0.2415676912303001,-0.7247880906098637,0.3417543231822891,-1.0688729934897248,./emotion-fmri-neu/cp011_beta_anger_neutral_c0.nii.gz,11,anger,neutral,neutral,incongruent,1
-0.6109410033282415,-0.5738101361781434,-2.127612138583141,1.6243532912793983,-1.600379219210094,0.4180488237067344,0.8339326520007923,0.987380110369999,-0.603081146606273,0.2061900648575395,-0.3893964979803976,-0.9971554531544996,-0.4425631125363126,-1.8803627317273692,0.6659575230084976,-1.535110142050966,-0.3780342458743274,0.4779776561443118,-1.3567914843853053,-0.2863338293494586,-0.2249795919304266,./emotion-fmri-neu/cp011_beta_disgust_congruent_c0.nii.gz,11,disgust,congruent,congruent,incongruent,1
-0.6000157164969415,0.4133840042470488,-0.690781705123874,1.3526682649945878,0.6208074110176831,0.8965284252749167,1.3485638599700165,0.8286057179268229,-0.1758186634187182,-0.5660106178812331,-0.9671989800592156,-0.3152246628035804,0.5812251958353419,-0.7881006012012274,1.1653143563382826,1.185369467103294,0.7720926500752943,0.1467111391901494,0.0178911533049327,-0.3375101537161717,-0.4430159992422243,./emotion-fmri-neu/cp024_beta_fear_neutral_c0.nii.gz,24,fear,neutral,neutral,congruent,1
-0.5883771093002047,0.4200174697235578,-1.8980549604117112,-1.1899723301715708,-1.8464345132437248,-0.5661975476889275,-0.5669038736250991,-1.2215435270803523,-1.640810931338993,-2.7685500160590046,-3.062838051502562,-0.6930489869469617,0.3159488604569465,-2.0917804493764707,-1.0509008651681109,-1.510430565307488,-0.3408509752716051,0.1477205005850155,-2.5139330114612326,-2.905297828843994,-2.945996385222866,./emotion-fmri-neu/cp012_beta_fear_incongruent_c0.nii.gz,12,fear,incongruent,incongruent,neutral,1
-0.5840582490313893,-0.6231291186327792,0.2427681787573645,1.909324098551388,-0.3155247784823508,-0.4077247810987538,0.2975733499541534,0.6189354609473235,-0.5544259340618508,0.0295366307662262,-0.8169284442243194,-0.6978695524761187,-0.3135283751512869,-0.0131656896642007,1.813893988544408,-0.2755587478351736,-0.5673358916404673,0.3385470817199699,-0.1399671310176953,0.6047865558270987,-0.5039971038027731,./emotion-fmri-neu/cp011_beta_anger_incongruent_c0.nii.gz,11,anger,incongruent,incongruent,congruent,1
-0.506767747855043,0.4722022096115456,-0.6505897535162577,-0.5442379486730056,-0.3633475865495251,-0.9395875254594492,-1.015638752103161,0.287606656752911,-0.2518800826328546,-0.0431135581798704,-0.4852689621294683,-0.4522816327844984,0.4202756469645384,-0.8037836382780263,-1.4538138417337134,-0.410597160916504,-0.7248867426853047,-1.3031078995580363,0.3191840690369677,0.5578187986922457,-1.166678143752558,./emotion-fmri-neu/cp006_beta_disgust_incongruent_c0.nii.gz,6,disgust,incongruent,incongruent,neutral,1
-0.4640268041323128,-0.4272668097554867,-0.6405573210112221,-0.964208250935404,-1.0628322233988023,0.2090457452377991,-0.0740777038856323,-0.1969375370098509,0.0311835274952004,0.0495220855677242,-0.5124665515981143,-0.5454066804059342,-0.2156189385704067,-0.7608816432436488,-0.9782821099037023,-0.8163145398469871,-0.1985589419575797,0.1276847658720702,-0.8168158392872072,-0.9485764760476568,-0.5673665631161312,./emotion-fmri-neu/cp007_beta_anger_incongruent_c0.nii.gz,7,anger,incongruent,incongruent,congruent,1
-0.4596448735348659,0.3936192223854363,-1.0346709228988995,-0.3736876576650347,-1.3405519283875682,-0.7848379861096189,-0.8717254616576938,0.5317770946865512,0.0649702713526596,0.4727274508227695,0.2922834597068647,-0.4641088240185343,0.1651534342284173,-1.3655804076826576,-0.9340776184724374,-0.9865409057100614,-1.195641644851768,-0.5739951952899712,0.0314477301387892,1.1699436282105686,0.4172070850140957,./emotion-fmri-neu/cp006_beta_disgust_congruent_c0.nii.gz,6,disgust,congruent,congruent,neutral,1
-0.4516262221865727,0.7996583160341448,-3.554183572830057,-2.766094698299617,-3.6645609945147775,-1.726516243928065,-0.955903855639486,-0.6808578028947209,-1.2512009219798117,-2.3504739463665207,-5.206123835057739,-0.630626540919146,0.5346831878884953,-3.4424646915237997,-2.537766725801585,-2.902490076329098,-1.717718365855565,-1.352245054716292,-2.5076624989836245,-3.950604345468218,-4.010957936341051,./emotion-fmri-neu/cp012_beta_anger_congruent_c0.nii.gz,12,anger,congruent,congruent,neutral,1
-0.4037983240716614,0.3575008047062558,-0.5246538807632121,0.0048875959578271,0.0039786053824732,-0.8373580526965093,-0.4377961650312236,-0.0517383238400163,0.6578144126002778,1.3524414281450434,0.1738644540421051,-0.3530404694029057,0.1626702642167962,-0.265881499803034,-0.3095523365981826,0.5632958638937964,-0.4937057542601935,-0.2346629860546721,0.1296686686573034,1.043159924601963,-0.2035302017131739,./emotion-fmri-neu/cp006_beta_anger_congruent_c0.nii.gz,6,anger,congruent,congruent,incongruent,1
-0.3974137909533827,0.4838458760964348,-1.8568387706864324,-0.8630985886610452,-1.3205729038173637,-1.4635573662535537,-0.166546286260696,-0.1369859241351138,-0.6836406152803435,-0.5044201611058261,-1.6454357829792745,-0.6257646280956028,0.1195612002047671,-1.4979119474790596,-1.066071761787822,-1.3885053276726742,-0.5265544770438402,-0.0873610363334829,-0.4428444809879783,-1.4181372174995794,-1.8443367969524425,./emotion-fmri-neu/cp006_beta_fear_congruent_c0.nii.gz,6,fear,congruent,congruent,neutral,1
-0.391229145080831,-0.3820397741173359,-0.0257237365460598,-0.1282236576821665,-0.0745315782375766,-0.4369522734691711,0.0299790574396704,-0.1446620955799754,-0.3450847838455451,0.1994330320967837,-1.0752249989739164,-0.1687056201524033,-0.3243484568382164,-0.0942440462702716,-0.8344325735528352,-0.1806597204039643,-0.583264351145396,-0.3312717124734325,-0.3805430107782113,-0.1635266011134966,-0.3920002752852894,./emotion-fmri-neu/cp016_beta_anger_incongruent_c0.nii.gz,16,anger,incongruent,incongruent,congruent,1
-0.3793751286220592,1.1351530083390904,-1.5629409739144204,0.8618327706654078,0.0061363582359842,0.2584654236778797,-0.0089220005137787,0.0083413497950444,0.1135264033491945,-0.4025428139373752,0.3045950216955606,-0.3555819901454992,0.8940648703500538,-1.3128824017204823,0.7022194818184033,-0.5150659302035604,0.0159608961373441,-0.0338333098327527,0.0678326713653893,-0.1855655030437668,-1.7728052419114162,./emotion-fmri-neu/cp026_beta_anger_incongruent_c0.nii.gz,26,anger,incongruent,incongruent,neutral,1
-0.3432890060734782,0.6971230878331458,-2.238103547099945,-0.0493251457116365,-1.4914127532736805,0.2690855057731823,-0.1285169453555555,-0.1028217378624582,-0.4696264344864279,-0.0166674843257112,0.7397105892798339,-0.1557043475917847,0.7241323271454935,-2.114402640326008,-0.3326056825365187,-1.8604590296186183,-0.5924455545526894,-0.587436571991803,0.5681377064414121,1.1291458916753392,-0.6362146699472463,./emotion-fmri-neu/cp026_beta_anger_congruent_c0.nii.gz,26,anger,congruent,congruent,neutral,1
-0.3297357664208189,0.6265231794841201,-1.524354022453861,-0.8317563839446828,-0.2993920661457103,-1.1811366748147116,-0.9553194431025838,-0.0414694431179319,0.0630576656176778,0.3079086470666826,-1.212987221695313,-0.4468724622339731,0.5304946204888853,-2.110067248484248,-1.248731043180453,-0.3972222573205666,-0.7980887854458499,-1.2946229018911113,0.6877696329693629,0.0013321349930644,-1.5682469708797349,./emotion-fmri-neu/cp006_beta_anger_incongruent_c0.nii.gz,6,anger,incongruent,incongruent,neutral,1
-0.3193106755045473,-0.4726513520088463,-1.4823526361359711,-1.677007722853048,-1.865900300767581,-1.2783906626130712,-2.750056981433743,-0.5307427973232551,-0.6357544403410553,-0.3797662846724479,-3.743058516824088,-0.7263851908602986,-0.8861999953267374,-1.701304320410639,-0.9169949575302292,-1.811780848850559,-0.7997409935942282,-0.3843574391944669,-1.1718723160417936,-1.4700953109121822,-3.500238125429611,./emotion-fmri-neu/cp028_beta_disgust_incongruent_c0.nii.gz,28,disgust,incongruent,incongruent,congruent,1
-0.3076023231102057,0.6053305054117205,-1.8072996970772133,-0.5282975131139037,-0.7434036793199112,0.1946703051889813,0.4702993547437623,0.2642433075068277,0.354724196825693,1.6351938550898844,3.095223957615449,-0.6267043172063739,0.5241812469845927,-2.188721150880052,-0.2915593037256271,-1.0522981824349678,0.4769092942869108,0.5610202228431646,0.2589814283744329,1.5401008983041553,2.349806420382521,./emotion-fmri-neu/cp003_beta_anger_neutral_c0.nii.gz,3,anger,neutral,neutral,congruent,1
-0.2968966193691525,-0.3146551884797867,-0.6981120001730924,-0.451912448120375,-0.4652291638924994,-0.7677004631576864,0.2153740327057882,-0.3218526733005097,-0.6587174147705931,-1.290627537476602,-1.8257011252153683,-0.179560239198781,-0.2803669304792078,-0.2915857366962139,-1.1873567480456415,-0.0020485171741614,-0.2780859591136776,-0.8289242594381017,-0.7040186539349321,-1.487378040254172,-1.0004486695169978,./emotion-fmri-neu/cp016_beta_fear_neutral_c0.nii.gz,16,fear,neutral,neutral,congruent,1
-0.2945370464735596,1.1601994412100989,-1.6359442705382294,0.4148300636174685,-0.3498624793005094,-0.5619981176452001,0.0107170867447329,0.120564062878443,-0.4036920827214412,-0.378900581687462,-0.5836449033381845,-0.3735606700337883,0.8000830171883855,-1.563231988115937,0.120131956859501,-0.5738683218996964,-0.2211946261390103,-0.124766153243344,-0.3263308402142288,-0.3984031122279813,-1.3402017207859485,./emotion-fmri-neu/cp026_beta_disgust_incongruent_c0.nii.gz,26,disgust,incongruent,incongruent,neutral,1
-0.2630003947221069,0.2057982402388025,-1.7834778942039702,0.119533487945232,-1.6295427921284622,1.6576729611443068,1.3612077165946552,-1.0671755049975131,-0.7325505843019342,0.0232566051246777,-1.6352131871787072,-0.3678025283786139,0.1390686211961814,-1.9923388864450409,-0.2523348835943466,-0.9808887266816244,0.658064259703061,0.410117746915289,-1.3776061726237006,-0.4291310710463686,-0.0779939017335752,./emotion-fmri-neu/cp007_beta_disgust_neutral_c0.nii.gz,7,disgust,neutral,neutral,incongruent,1
-0.2305612568850601,-0.3254136765814034,0.5637247897741264,0.0765095672262769,0.4135385378102618,-0.5500794146475102,0.7890715003305221,-0.4643111505859881,-0.3975203685122557,-0.292389958526647,-1.598703950298552,-0.0466199349817499,-0.2545230678969009,0.6248805719894054,0.0600606859601692,0.0177627955090072,-0.2037257388530898,-0.4637768933768111,-0.2589977497266054,-1.0757111670888355,-2.256868849641838,./emotion-fmri-neu/cp016_beta_disgust_neutral_c0.nii.gz,16,disgust,neutral,neutral,congruent,1
-0.2246372909871598,0.9248319173076498,-1.868243184172551,-0.1458995219370325,-0.0617989056469182,-0.1440403116976804,-0.6338810567451444,0.3387264922613718,0.127085078213179,0.691952837708983,0.2501070756445152,-0.2557745709492441,0.7445950423224558,-2.1762259064193303,-0.6293586106403418,-0.6216038952190494,-0.073519128651445,-0.5375898545813644,0.501759626062313,-0.2228324539322566,-0.108639111267117,./emotion-fmri-neu/cp006_beta_fear_incongruent_c0.nii.gz,6,fear,incongruent,incongruent,neutral,1
-0.2120912519006149,0.384323030229826,-1.1305575438763895,0.0759872645758052,0.2795390856322535,-0.929555225871185,-0.0701535013411825,0.342467818924822,-0.7743483053317365,0.3142802406439521,0.6092962531916218,-0.1582408250034621,0.4788560545109186,-1.0476632724979924,0.8731576795089729,-0.3795915161027806,-1.0228045023096115,-0.3119582627200877,0.4155495824647455,0.3374113106445702,-1.0464841212574598,./emotion-fmri-neu/cp015_beta_anger_incongruent_c0.nii.gz,15,anger,incongruent,incongruent,congruent,1
-0.2060887443071054,-0.1710382164148068,0.4456342525703349,1.5526604716593433,1.0291113668637986,0.365460353989746,-0.0215210013425771,0.019370899571865,-0.3675210518743272,-1.2739625205895626,-1.257099350557361,-0.0779137522323195,-0.0551419988877824,0.0100055132703257,1.257062349002634,0.6052616496280682,0.2002770009292336,0.0878287017213214,-0.9985989111182376,-1.4896907922942626,-2.622490212483369,./emotion-fmri-neu/cp021_beta_anger_congruent_c0.nii.gz,21,anger,congruent,congruent,neutral,1
-0.1880935093798705,-0.1931541430762417,-1.454753406673811,-1.5968918284281377,-0.4804493992970636,-0.982109127760314,-0.8323744277288267,-0.995259880399942,-1.3891656407673625,-0.4299596336997319,-0.9917272621473094,-0.3595506378305796,-0.438860708383916,-1.7167421714774789,-1.9150411296900829,-0.935528005334402,-0.9155589819646054,-0.9413501996854856,-1.9527270252981013,-2.0900468466400164,-1.564967946273145,./emotion-fmri-neu/cp030_beta_fear_incongruent_c0.nii.gz,30,fear,incongruent,incongruent,congruent,1
-0.1726686867870324,0.05429365777302,-0.152389389806606,2.1281066522511605,-0.0679405607211832,-0.0688596160522484,0.7270180832978412,0.5182843511462666,-0.0871246247707983,-0.1305244823798551,-0.2299522025259709,-0.4131833671374945,0.1445534518488254,-0.7155348776418051,2.024269818429408,-0.5695163838739233,-0.4368060160305994,0.9672692592910064,0.0338787183320838,0.475228637971246,-0.1708213347677967,./emotion-fmri-neu/cp011_beta_fear_incongruent_c0.nii.gz,11,fear,incongruent,incongruent,congruent,1
-0.1725044840932434,0.3140153545639201,-0.6999029725126671,-0.1157400696922995,-0.5589422568237906,1.1591349380883835,-0.1416919174612202,0.437721260625082,0.5435054389218468,0.2544254593413398,0.2153615901633572,-0.0701522296020732,0.3555807637254274,-0.6443930026530869,0.2695422771368708,-0.6938395127901573,-0.9297513907630032,-0.1187465365416945,-0.5419363876181115,-0.9205591084114392,0.3592289182399339,./emotion-fmri-neu/cp016_beta_anger_congruent_c0.nii.gz,16,anger,congruent,congruent,neutral,1
-0.1641003715481782,0.438020633214757,-1.9285618570610004,0.3266162331525016,-1.7038213085375502,1.593779109746137,1.0174725384184569,0.3748526055819635,1.9385464048915373,2.806136427375939,-0.985279004768742,-0.2413783453650682,0.3881704782803516,-1.7211669730927406,-0.2637811557249682,-1.5683636696165355,1.1890494079975449,0.5436000287480497,0.7400732610213224,0.9018555457264812,-1.5877381530518409,./emotion-fmri-neu/cp007_beta_fear_congruent_c0.nii.gz,7,fear,congruent,congruent,incongruent,1
-0.1455586060800879,1.0114393100973489,-0.9422524364218764,0.3434143802377817,0.1767606294181687,0.2482993006960324,-0.2914686424370825,0.0896134631678842,-0.0872877529308603,0.2363728617169048,1.3541109285380997,0.1054321600517247,0.8481577782703787,-0.7437625998666285,0.048294400760344,-0.0195574148597586,0.2254239243813615,-0.6875918227225878,0.5507411302315693,1.5273628475948002,0.5030631388007796,./emotion-fmri-neu/cp026_beta_fear_congruent_c0.nii.gz,26,fear,congruent,congruent,neutral,1
-0.0930474787304406,0.5688567220149686,-0.8666847733194865,1.1413106966387274,0.9335584559686702,0.3364742755896946,0.9959066449216936,0.2092440982412265,-0.5180139221934382,0.7599744405189094,-0.0830107105018413,0.0289938648428481,0.7143783494544531,-1.4871924813112376,1.3642240525209512,-0.1598221665122788,-0.3651374363829601,0.3745132780191705,0.0070657650103985,-0.096475744801933,-0.8890819077263574,./emotion-fmri-neu/cp015_beta_disgust_congruent_c0.nii.gz,15,disgust,congruent,congruent,neutral,1
-0.0692680016803919,0.1616741696725836,-0.0811444961606111,2.67023599088797,0.5785989929232919,0.0382573396177617,0.8043524880469235,1.1380131264945446,0.1498342123373325,0.4470697213570599,-0.5928915340875952,0.0609618145786583,0.613830065029475,-0.3764830200892094,2.2742873491989517,-0.0161258169402039,0.0238201135542347,0.8300492340824126,0.4902701708843168,1.5861570647484786,0.0159235694664354,./emotion-fmri-neu/cp011_beta_disgust_incongruent_c0.nii.gz,11,disgust,incongruent,incongruent,congruent,1
-0.0235611469197255,0.707684887103713,-0.9222959653731436,1.5003542982229636,0.0929200523695087,0.260997305535927,0.8659191967184829,-0.4024715441999703,0.232858026719647,1.3051772192062077,-1.7580969146304943,-0.4129655344077228,0.4063947981503086,-0.4561847925464575,1.302654066722143,-0.4184437884403674,-0.1799110442251634,0.2300528537054503,-0.1196139424152075,-0.535294455354055,-1.7513493592423175,./emotion-fmri-neu/cp015_beta_disgust_neutral_c0.nii.gz,15,disgust,neutral,neutral,incongruent,1
0.0114621901636498,1.1344695354732828,-1.6149025070597325,0.5259577548693908,-0.5628681977933074,1.9198404643865057,1.7310432749585316,-0.195003470798962,-0.5292729405099779,0.8359467229404879,-0.3943126628548408,-0.1362571763348593,1.0211429437471753,-2.196189582438971,-0.2210256972385118,-0.9446005933095958,1.8183579238711367,0.7722444829428461,1.1891574753328236,2.210385542039147,0.5612622584158214,./emotion-fmri-neu/cp013_beta_disgust_neutral_c0.nii.gz,13,disgust,neutral,neutral,incongruent,1
0.0129107856885816,0.7772361050234775,0.3641296669127061,1.0379422494579629,-1.0083672149087657,0.56152719410864,0.6708994610057427,1.4343749554060805,0.273350693929086,0.7829823611264202,-0.8532319949557237,-0.0304877082439592,0.555928171636807,-0.4729595131857095,1.210113786961155,-1.3793392080360078,0.4495713851893895,0.6778461430352556,-0.4631632679168014,0.8581596292392234,-0.9258225889300898,./emotion-fmri-neu/cp014_beta_fear_incongruent_c0.nii.gz,14,fear,incongruent,incongruent,congruent,1
0.0195652965370167,0.2410011629271698,-2.197104335268608,-0.6847984249521541,-1.7471735524714846,-0.8892457934928805,-1.8192722461645991,-0.2599442854157217,-0.7470928652004639,-0.4315333806644359,-3.8768686306599447,-0.0153976822705745,8.289834135866068e-06,-1.5370228537682773,-0.2543686154179456,-1.5103842100240117,0.0894246782328962,0.7384907787968967,-0.5563059772873368,-0.9872590848358151,-3.33176966242888,./emotion-fmri-neu/cp028_beta_fear_incongruent_c0.nii.gz,28,fear,incongruent,incongruent,congruent,1
0.0378375937219504,1.525435248455362,-1.6390902811267316,0.9474435310986692,-0.7570952694887205,-0.0298286505394464,0.3393940485386664,0.013109264887013,0.0989131690254553,0.3355699674666334,0.325622958658662,-0.0646798826931643,1.151373475240753,-1.611567917141191,0.4245292475021902,-1.0294367625613738,-0.1518429586821962,-0.2927301419214466,0.2539991391901539,0.4362261539875787,-0.2140364001810338,./emotion-fmri-neu/cp026_beta_fear_incongruent_c0.nii.gz,26,fear,incongruent,incongruent,neutral,1
0.0536628561267372,0.8678839458565313,-0.8573585110918625,0.9345699208867996,-0.8661170038873907,-1.1051195638347464,-0.5091887782924447,0.4880294212939287,0.8077098216258903,1.6135354122811545,-1.9450891376638288,0.1604811616816838,0.8992965087708398,-0.7574788532908365,1.4318338037531984,-0.8507711322671888,-0.927576814166388,0.0817457503091786,1.0985285009598862,1.737065810731534,-3.0264186738643977,./emotion-fmri-neu/cp005_beta_disgust_incongruent_c0.nii.gz,5,disgust,incongruent,incongruent,congruent,1
0.0746063799574604,0.449008385720259,0.4755218127567415,0.836699211411229,-0.3426910286608973,1.062785784256593,1.444946574721258,0.45610257908702,0.0083163746340992,0.7057306499143579,-0.6478473929498567,-0.1331544101797961,0.2887106288171501,-1.00475812042196,0.4870044934613018,-2.068430733036651,0.4208849823684474,0.8431046209790238,-0.5105871954019603,0.2217523716096509,-1.788385098367954,./emotion-fmri-neu/cp014_beta_disgust_neutral_c0.nii.gz,14,disgust,neutral,neutral,incongruent,1
0.0778762244471744,0.1782379089062372,0.3601414825453773,0.3886021943376264,0.4356559593478429,0.140800289236257,0.4420048761969716,-0.018836035312234,0.0958672424856939,-0.1373226953207174,-1.22711058352918,-0.0827613169317277,0.0983741348129347,-0.4925202055668648,-0.233024851823432,-0.4394040885323941,-0.1402383499637899,0.1460476234631151,-0.5507096604419814,-0.2191664548286161,-0.7417537786931645,./emotion-fmri-neu/cp016_beta_fear_incongruent_c0.nii.gz,16,fear,incongruent,incongruent,congruent,1
0.0814719688792203,1.192154977975917,-1.5113993697055692,0.8561769214194959,-0.9222265382371104,0.1590796189549121,0.7202593732153999,0.8004817127402357,-0.4473366416805472,0.6903986470179888,-0.8825775987761028,0.0237693581640623,1.315273219015061,-1.4938344340986451,1.6811413903224923,-1.0281803811054262,0.6707891417299824,1.1760457880197452,0.0126160885219982,1.6769844987250673,-0.3857072086745966,./emotion-fmri-neu/cp017_beta_fear_incongruent_c0.nii.gz,17,fear,incongruent,incongruent,congruent,1
0.1240034435827061,0.5512838871930107,-0.324905096733028,0.0694472829551119,0.2327283155377549,1.0631512162636876,1.7604464156917017,-0.1674535258648664,-0.7912876222540117,0.1785600567531879,-1.002248932697691,-0.0853339339701629,0.2600216917585613,-0.4418661664334575,-0.3383823549222277,0.4339480390191844,0.1759570751837129,0.4377288216991211,-1.3525698737029548,-1.5126260798515094,-0.6774990970487982,./emotion-fmri-neu/cp007_beta_anger_neutral_c0.nii.gz,7,anger,neutral,neutral,incongruent,1
