Feat 1,Feat 2,Feat 3,filename,subject,emotion,priming,true_label,predicted_label,error_count
-16.51924,1.9204081,17.101053,./emotion-fmri-neu/cp013_beta_anger_neutral_c0.nii.gz,13,anger,neutral,anger,disgust,1
-16.126837,-5.7289443,-6.867741,./emotion-fmri-neu/cp027_beta_fear_incongruent_c0.nii.gz,27,fear,incongruent,fear,disgust,1
-15.99315,-3.649234,-7.3967495,./emotion-fmri-neu/cp027_beta_anger_congruent_c0.nii.gz,27,anger,congruent,anger,disgust,1
-15.979352,3.447596,-11.7959795,./emotion-fmri-neu/cp030_beta_disgust_congruent_c0.nii.gz,30,disgust,congruent,disgust,anger,1
-15.800544,13.331123,-0.4037136,./emotion-fmri-neu/cp026_beta_fear_incongruent_c0.nii.gz,26,fear,incongruent,fear,anger,1
-15.603608,13.927935,-1.572068,./emotion-fmri-neu/cp026_beta_disgust_incongruent_c0.nii.gz,26,disgust,incongruent,disgust,anger,1
-15.279257,-5.789477,-6.4591994,./emotion-fmri-neu/cp027_beta_disgust_incongruent_c0.nii.gz,27,disgust,incongruent,disgust,anger,1
-15.213823,1.9436976,17.459118,./emotion-fmri-neu/cp013_beta_fear_incongruent_c0.nii.gz,13,fear,incongruent,fear,disgust,1
-15.211084,-2.03078,-7.6219945,./emotion-fmri-neu/cp030_beta_disgust_neutral_c0.nii.gz,30,disgust,neutral,disgust,anger,1
-15.162225,3.0977335,-11.520039,./emotion-fmri-neu/cp030_beta_fear_congruent_c0.nii.gz,30,fear,congruent,fear,anger,1
-14.884309,3.9218695,15.668055,./emotion-fmri-neu/cp013_beta_anger_congruent_c0.nii.gz,13,anger,congruent,anger,disgust,1
-14.593746,1.5307482,17.95945,./emotion-fmri-neu/cp013_beta_fear_neutral_c0.nii.gz,13,fear,neutral,fear,anger,1
-14.412915,15.223741,-1.7770532,./emotion-fmri-neu/cp026_beta_disgust_congruent_c0.nii.gz,26,disgust,congruent,disgust,anger,1
-14.143341,2.5226345,-11.0332365,./emotion-fmri-neu/cp030_beta_fear_incongruent_c0.nii.gz,30,fear,incongruent,fear,anger,1
-13.935987,12.4151,-1.566572,./emotion-fmri-neu/cp026_beta_disgust_neutral_c0.nii.gz,26,disgust,neutral,disgust,anger,1
-13.867958,-11.542918,11.737662,./emotion-fmri-neu/cp022_beta_anger_neutral_c0.nii.gz,22,anger,neutral,anger,fear,1
-13.675039,4.386296,16.31512,./emotion-fmri-neu/cp013_beta_fear_congruent_c0.nii.gz,13,fear,congruent,fear,disgust,1
-13.430196,6.4532423,17.576973,./emotion-fmri-neu/cp013_beta_anger_incongruent_c0.nii.gz,13,anger,incongruent,anger,fear,1
-13.257733,1.6712596,-10.2643795,./emotion-fmri-neu/cp030_beta_disgust_incongruent_c0.nii.gz,30,disgust,incongruent,disgust,anger,1
-12.93881,7.509996,18.027327,./emotion-fmri-neu/cp013_beta_disgust_neutral_c0.nii.gz,13,disgust,neutral,disgust,fear,1
-12.029633,-3.0125844,2.6291537,./emotion-fmri-neu/cp019_beta_disgust_neutral_c0.nii.gz,19,disgust,neutral,disgust,anger,1
-11.801042,-10.579444,10.034242,./emotion-fmri-neu/cp022_beta_disgust_congruent_c0.nii.gz,22,disgust,congruent,disgust,fear,1
-11.792027,1.735614,-10.306731,./emotion-fmri-neu/cp030_beta_fear_neutral_c0.nii.gz,30,fear,neutral,fear,anger,1
-11.549755,-9.868037,8.614267,./emotion-fmri-neu/cp022_beta_disgust_neutral_c0.nii.gz,22,disgust,neutral,disgust,fear,1
-11.473608,-149.43193,18.4341,./emotion-fmri-neu/cp009_beta_fear_incongruent_c0.nii.gz,9,fear,incongruent,fear,anger,1
-11.108469,-14.986867,-2.2833047,./emotion-fmri-neu/cp004_beta_disgust_incongruent_c0.nii.gz,4,disgust,incongruent,disgust,fear,1
-10.582171,-3.1483839,3.913504,./emotion-fmri-neu/cp019_beta_disgust_incongruent_c0.nii.gz,19,disgust,incongruent,disgust,anger,1
-10.476555,-11.705533,14.067588,./emotion-fmri-neu/cp022_beta_anger_congruent_c0.nii.gz,22,anger,congruent,anger,fear,1
-10.345374,-2.8808994,3.3800094,./emotion-fmri-neu/cp019_beta_fear_incongruent_c0.nii.gz,19,fear,incongruent,fear,anger,1
-10.28366,-15.057399,-2.1361263,./emotion-fmri-neu/cp004_beta_anger_incongruent_c0.nii.gz,4,anger,incongruent,anger,fear,1
-10.18129,-0.737445,5.6110144,./emotion-fmri-neu/cp019_beta_disgust_congruent_c0.nii.gz,19,disgust,congruent,disgust,anger,1
-9.7911215,-0.43233556,4.900633,./emotion-fmri-neu/cp019_beta_fear_congruent_c0.nii.gz,19,fear,congruent,fear,anger,1
-9.726196,-15.554479,-13.80703,./emotion-fmri-neu/cp009_beta_anger_neutral_c0.nii.gz,9,anger,neutral,anger,disgust,1
-9.715782,-14.543859,-14.685267,./emotion-fmri-neu/cp009_beta_fear_neutral_c0.nii.gz,9,fear,neutral,fear,disgust,1
-9.567989,-4.993234,3.8497062,./emotion-fmri-neu/cp022_beta_anger_incongruent_c0.nii.gz,22,anger,incongruent,anger,fear,1
-9.4349575,-3.3758335,-0.9525865,./emotion-fmri-neu/cp020_beta_disgust_congruent_c0.nii.gz,20,disgust,congruent,disgust,anger,1
-9.242201,-10.668906,-18.4068,./emotion-fmri-neu/cp009_beta_fear_congruent_c0.nii.gz,9,fear,congruent,fear,disgust,1
-9.21603,-14.077614,-1.9725041,./emotion-fmri-neu/cp004_beta_anger_congruent_c0.nii.gz,4,anger,congruent,anger,fear,1
-8.997171,-11.458381,-19.304379,./emotion-fmri-neu/cp009_beta_anger_congruent_c0.nii.gz,9,anger,congruent,anger,disgust,1
-8.92207,-1.0206119,2.0063298,./emotion-fmri-neu/cp019_beta_fear_neutral_c0.nii.gz,19,fear,neutral,fear,anger,1
-8.684671,-4.194866,-3.7348938,./emotion-fmri-neu/cp020_beta_disgust_neutral_c0.nii.gz,20,disgust,neutral,disgust,anger,1
-8.507342,-14.164184,-19.489634,./emotion-fmri-neu/cp009_beta_anger_incongruent_c0.nii.gz,9,anger,incongruent,anger,disgust,1
-8.369934,-14.3840065,-6.618644,./emotion-fmri-neu/cp004_beta_anger_neutral_c0.nii.gz,4,anger,neutral,anger,fear,1
-8.252674,-14.415514,-6.4752965,./emotion-fmri-neu/cp004_beta_disgust_neutral_c0.nii.gz,4,disgust,neutral,disgust,fear,1
-7.9700847,20.255823,7.7545033,./emotion-fmri-neu/cp014_beta_disgust_congruent_c0.nii.gz,14,disgust,congruent,disgust,anger,1
-7.7735415,22.965391,5.060273,./emotion-fmri-neu/cp014_beta_disgust_neutral_c0.nii.gz,14,disgust,neutral,disgust,anger,1
-7.5365515,23.4425,7.288605,./emotion-fmri-neu/cp014_beta_fear_incongruent_c0.nii.gz,14,fear,incongruent,fear,anger,1
-7.443873,19.318668,8.266445,./emotion-fmri-neu/cp014_beta_fear_congruent_c0.nii.gz,14,fear,congruent,fear,anger,1
-7.0271254,22.706028,6.3878937,./emotion-fmri-neu/cp014_beta_disgust_incongruent_c0.nii.gz,14,disgust,incongruent,disgust,anger,1
-6.9900427,-0.31300735,9.961676,./emotion-fmri-neu/cp011_beta_fear_neutral_c0.nii.gz,11,fear,neutral,fear,anger,1
-5.259307,-9.929271,-10.046735,./emotion-fmri-neu/cp008_beta_disgust_congruent_c0.nii.gz,8,disgust,congruent,disgust,fear,1
-5.218695,23.532087,7.496501,./emotion-fmri-neu/cp014_beta_fear_neutral_c0.nii.gz,14,fear,neutral,fear,anger,1
-4.52388,-11.585749,-13.9255495,./emotion-fmri-neu/cp020_beta_fear_congruent_c0.nii.gz,20,fear,congruent,fear,anger,1
-4.035029,-20.905926,8.61355,./emotion-fmri-neu/cp010_beta_disgust_neutral_c0.nii.gz,10,disgust,neutral,disgust,fear,1
-4.016435,-8.80101,-9.172607,./emotion-fmri-neu/cp008_beta_disgust_incongruent_c0.nii.gz,8,disgust,incongruent,disgust,fear,1
-3.793458,-17.565237,9.817068,./emotion-fmri-neu/cp010_beta_anger_congruent_c0.nii.gz,10,anger,congruent,anger,fear,1
-3.4911568,-17.632275,8.128243,./emotion-fmri-neu/cp010_beta_disgust_congruent_c0.nii.gz,10,disgust,congruent,disgust,fear,1
-3.4442043,1.8787704,19.759714,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent,anger,disgust,1
-3.2241182,11.566345,-3.5874002,./emotion-fmri-neu/cp016_beta_fear_neutral_c0.nii.gz,16,fear,neutral,fear,anger,1
-3.1671116,1.3119669,-2.3381474,./emotion-fmri-neu/cp015_beta_fear_neutral_c0.nii.gz,15,fear,neutral,fear,disgust,1
-3.0204096,1.9337895,20.234377,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent,fear,disgust,1
-2.968573,-19.705132,8.827192,./emotion-fmri-neu/cp010_beta_anger_incongruent_c0.nii.gz,10,anger,incongruent,anger,fear,1
-2.8771853,0.6497547,-4.2525187,./emotion-fmri-neu/cp015_beta_fear_incongruent_c0.nii.gz,15,fear,incongruent,fear,disgust,1
-2.7849326,14.770363,-11.683269,./emotion-fmri-neu/cp007_beta_anger_congruent_c0.nii.gz,7,anger,congruent,anger,disgust,1
-2.3490965,1.2795852,-5.125193,./emotion-fmri-neu/cp015_beta_fear_congruent_c0.nii.gz,15,fear,congruent,fear,disgust,1
-2.2539446,-19.727093,9.584805,./emotion-fmri-neu/cp010_beta_disgust_incongruent_c0.nii.gz,10,disgust,incongruent,disgust,fear,1
-2.1935315,12.675055,-13.056621,./emotion-fmri-neu/cp007_beta_anger_neutral_c0.nii.gz,7,anger,neutral,anger,disgust,1
-2.0604928,9.318479,4.6051655,./emotion-fmri-neu/cp003_beta_anger_neutral_c0.nii.gz,3,anger,neutral,anger,disgust,1
-2.0472493,9.956164,-4.071869,./emotion-fmri-neu/cp016_beta_fear_incongruent_c0.nii.gz,16,fear,incongruent,fear,anger,1
-1.9461063,10.978092,-2.3667781,./emotion-fmri-neu/cp016_beta_disgust_neutral_c0.nii.gz,16,disgust,neutral,disgust,anger,1
-1.7397921,8.970551,1.514165,./emotion-fmri-neu/cp004_beta_fear_neutral_c0.nii.gz,4,fear,neutral,fear,anger,1
-1.713704,15.607655,-13.374392,./emotion-fmri-neu/cp007_beta_fear_congruent_c0.nii.gz,7,fear,congruent,fear,disgust,1
-1.7110524,1.6622248,-4.0258536,./emotion-fmri-neu/cp015_beta_anger_congruent_c0.nii.gz,15,anger,congruent,anger,disgust,1
-1.7031207,-18.328705,10.697669,./emotion-fmri-neu/cp010_beta_anger_neutral_c0.nii.gz,10,anger,neutral,anger,fear,1
-1.5622618,13.938244,-12.896326,./emotion-fmri-neu/cp007_beta_fear_incongruent_c0.nii.gz,7,fear,incongruent,fear,disgust,1
-1.2664944,1.4062216,-3.0921454,./emotion-fmri-neu/cp015_beta_disgust_congruent_c0.nii.gz,15,disgust,congruent,disgust,fear,1
-1.158243,10.358248,-5.622663,./emotion-fmri-neu/cp016_beta_fear_congruent_c0.nii.gz,16,fear,congruent,fear,anger,1
-1.0266163,4.2272015,-4.8157506,./emotion-fmri-neu/cp012_beta_disgust_congruent_c0.nii.gz,12,disgust,congruent,disgust,anger,1
-1.0104367,3.3940315,21.916237,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent,disgust,fear,1
-0.95836294,0.6636745,21.970053,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral,fear,anger,1
-0.9177342,7.038969,3.0930595,./emotion-fmri-neu/cp003_beta_fear_neutral_c0.nii.gz,3,fear,neutral,fear,disgust,1
-0.8778689,8.67319,3.1978402,./emotion-fmri-neu/cp003_beta_fear_incongruent_c0.nii.gz,3,fear,incongruent,fear,disgust,1
-0.46632817,8.942651,4.226867,./emotion-fmri-neu/cp003_beta_anger_incongruent_c0.nii.gz,3,anger,incongruent,anger,disgust,1
-0.40989834,2.2479045,24.33261,./emotion-fmri-neu/cp001_beta_disgust_neutral_c0.nii.gz,1,disgust,neutral,disgust,anger,1
-0.4090791,-0.47694644,-2.9381313,./emotion-fmri-neu/cp015_beta_disgust_incongruent_c0.nii.gz,15,disgust,incongruent,disgust,anger,1
-0.21705392,11.038594,-4.185033,./emotion-fmri-neu/cp016_beta_disgust_incongruent_c0.nii.gz,16,disgust,incongruent,disgust,anger,1
-0.18621767,15.60516,-9.079513,./emotion-fmri-neu/cp004_beta_disgust_congruent_c0.nii.gz,4,disgust,congruent,disgust,anger,1
-0.1487885,16.382252,-8.153287,./emotion-fmri-neu/cp004_beta_fear_congruent_c0.nii.gz,4,fear,congruent,fear,anger,1
-0.1384226,14.286213,-11.282622,./emotion-fmri-neu/cp007_beta_anger_incongruent_c0.nii.gz,7,anger,incongruent,anger,disgust,1
-0.06383136,-8.567433,3.9649932,./emotion-fmri-neu/cp012_beta_anger_neutral_c0.nii.gz,12,anger,neutral,anger,fear,1
0.0073305843,5.1538286,6.6735907,./emotion-fmri-neu/cp003_beta_fear_congruent_c0.nii.gz,3,fear,congruent,fear,disgust,1
0.19676515,12.295638,-5.0356364,./emotion-fmri-neu/cp016_beta_disgust_congruent_c0.nii.gz,16,disgust,congruent,disgust,anger,1
0.2493356,-8.558246,5.1441355,./emotion-fmri-neu/cp012_beta_anger_incongruent_c0.nii.gz,12,anger,incongruent,anger,fear,1
0.5069646,-8.234595,5.517918,./emotion-fmri-neu/cp012_beta_disgust_incongruent_c0.nii.gz,12,disgust,incongruent,disgust,fear,1
0.55906403,1.005972,-1.4776821,./emotion-fmri-neu/cp015_beta_disgust_neutral_c0.nii.gz,15,disgust,neutral,disgust,fear,1
0.72869146,3.1410356,22.622871,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent,disgust,fear,1
0.86481524,15.325957,-11.643126,./emotion-fmri-neu/cp007_beta_fear_neutral_c0.nii.gz,7,fear,neutral,fear,disgust,1
0.98966604,9.499168,5.301173,./emotion-fmri-neu/cp003_beta_anger_congruent_c0.nii.gz,3,anger,congruent,anger,fear,1
1.1908602,-5.840617,-6.0850325,./emotion-fmri-neu/cp008_beta_anger_congruent_c0.nii.gz,8,anger,congruent,anger,fear,1
1.3084235,10.133819,-3.9451172,./emotion-fmri-neu/cp012_beta_fear_congruent_c0.nii.gz,12,fear,congruent,fear,anger,1
1.4784839,0.4446804,-3.3559017,./emotion-fmri-neu/cp015_beta_anger_neutral_c0.nii.gz,15,anger,neutral,anger,fear,1
1.5305581,-6.157267,-7.5906577,./emotion-fmri-neu/cp008_beta_fear_incongruent_c0.nii.gz,8,fear,incongruent,fear,disgust,1
1.5628743,-18.605196,-8.948974,./emotion-fmri-neu/cp029_beta_disgust_incongruent_c0.nii.gz,29,disgust,incongruent,disgust,anger,1
1.7849365,-19.220484,-8.786939,./emotion-fmri-neu/cp029_beta_fear_incongruent_c0.nii.gz,29,fear,incongruent,fear,anger,1
1.8629926,-2.2223794,-20.424688,./emotion-fmri-neu/cp024_beta_disgust_neutral_c0.nii.gz,24,disgust,neutral,disgust,anger,1
1.99901,4.8224816,-8.195351,./emotion-fmri-neu/cp012_beta_fear_incongruent_c0.nii.gz,12,fear,incongruent,fear,anger,1
2.0261126,-6.1198225,-7.9189334,./emotion-fmri-neu/cp008_beta_anger_incongruent_c0.nii.gz,8,anger,incongruent,anger,disgust,1
2.302703,13.190998,-0.58500063,./emotion-fmri-neu/cp020_beta_disgust_incongruent_c0.nii.gz,20,disgust,incongruent,disgust,anger,1
2.717297,-0.8152113,-22.25021,./emotion-fmri-neu/cp024_beta_disgust_congruent_c0.nii.gz,24,disgust,congruent,disgust,anger,1
2.8414667,4.881054,-9.110487,./emotion-fmri-neu/cp012_beta_disgust_neutral_c0.nii.gz,12,disgust,neutral,disgust,anger,1
2.8471198,-1.4699503,-21.151209,./emotion-fmri-neu/cp024_beta_fear_congruent_c0.nii.gz,24,fear,congruent,fear,anger,1
2.8756025,12.753776,-1.5302577,./emotion-fmri-neu/cp020_beta_fear_neutral_c0.nii.gz,20,fear,neutral,fear,anger,1
3.1100652,17.759296,5.1586356,./emotion-fmri-neu/cp011_beta_anger_neutral_c0.nii.gz,11,anger,neutral,anger,fear,1
3.482481,-17.397518,-9.086335,./emotion-fmri-neu/cp029_beta_disgust_neutral_c0.nii.gz,29,disgust,neutral,disgust,anger,1
4.302597,16.727657,4.3614087,./emotion-fmri-neu/cp011_beta_anger_incongruent_c0.nii.gz,11,anger,incongruent,anger,fear,1
4.3919277,-19.46964,-9.784712,./emotion-fmri-neu/cp029_beta_fear_neutral_c0.nii.gz,29,fear,neutral,fear,anger,1
4.8095536,16.56385,5.857447,./emotion-fmri-neu/cp011_beta_disgust_incongruent_c0.nii.gz,11,disgust,incongruent,disgust,fear,1
5.170298,16.851759,2.40758,./emotion-fmri-neu/cp011_beta_disgust_congruent_c0.nii.gz,11,disgust,congruent,disgust,fear,1
5.522068,16.126406,6.974642,./emotion-fmri-neu/cp011_beta_anger_congruent_c0.nii.gz,11,anger,congruent,anger,fear,1
5.714374,-4.3905845,16.038038,./emotion-fmri-neu/cp025_beta_fear_congruent_c0.nii.gz,25,fear,congruent,fear,anger,1
5.816985,0.17343009,-21.668058,./emotion-fmri-neu/cp024_beta_fear_incongruent_c0.nii.gz,24,fear,incongruent,fear,anger,1
5.8223248,-20.833612,-10.414346,./emotion-fmri-neu/cp029_beta_fear_congruent_c0.nii.gz,29,fear,congruent,fear,anger,1
5.890233,2.209908,-22.093132,./emotion-fmri-neu/cp024_beta_fear_neutral_c0.nii.gz,24,fear,neutral,fear,anger,1
5.943216,-0.46743354,15.442296,./emotion-fmri-neu/cp025_beta_disgust_neutral_c0.nii.gz,25,disgust,neutral,disgust,anger,1
6.0247636,-1.8053857,14.8297615,./emotion-fmri-neu/cp025_beta_disgust_incongruent_c0.nii.gz,25,disgust,incongruent,disgust,anger,1
6.055615,-21.45952,-10.535819,./emotion-fmri-neu/cp029_beta_disgust_congruent_c0.nii.gz,29,disgust,congruent,disgust,anger,1
6.142317,-1.5043403,13.340389,./emotion-fmri-neu/cp025_beta_fear_neutral_c0.nii.gz,25,fear,neutral,fear,anger,1
6.16031,17.430166,1.7030576,./emotion-fmri-neu/cp020_beta_fear_incongruent_c0.nii.gz,20,fear,incongruent,fear,anger,1
6.477448,1.2892132,-20.441343,./emotion-fmri-neu/cp024_beta_disgust_incongruent_c0.nii.gz,24,disgust,incongruent,disgust,anger,1
6.7151904,-3.085481,15.973006,./emotion-fmri-neu/cp025_beta_fear_incongruent_c0.nii.gz,25,fear,incongruent,fear,anger,1
6.8758163,-4.874675,17.002367,./emotion-fmri-neu/cp025_beta_disgust_congruent_c0.nii.gz,25,disgust,congruent,disgust,anger,1
8.016359,-4.0897975,2.8201728,./emotion-fmri-neu/cp023_beta_disgust_incongruent_c0.nii.gz,23,disgust,incongruent,disgust,anger,1
8.132207,-6.1457205,1.8815132,./emotion-fmri-neu/cp023_beta_fear_congruent_c0.nii.gz,23,fear,congruent,fear,anger,1
8.278208,-16.441961,1.919721,./emotion-fmri-neu/cp005_beta_disgust_incongruent_c0.nii.gz,5,disgust,incongruent,disgust,anger,1
8.787816,-18.732653,3.8482385,./emotion-fmri-neu/cp005_beta_fear_neutral_c0.nii.gz,5,fear,neutral,fear,anger,1
8.834456,-4.0563197,0.6578048,./emotion-fmri-neu/cp023_beta_disgust_neutral_c0.nii.gz,23,disgust,neutral,disgust,anger,1
9.30731,-18.405746,2.2812154,./emotion-fmri-neu/cp005_beta_fear_incongruent_c0.nii.gz,5,fear,incongruent,fear,anger,1
10.046681,-5.0751486,3.077227,./emotion-fmri-neu/cp023_beta_fear_incongruent_c0.nii.gz,23,fear,incongruent,fear,anger,1
10.147845,-19.750816,1.7761128,./emotion-fmri-neu/cp005_beta_disgust_neutral_c0.nii.gz,5,disgust,neutral,disgust,anger,1
10.212639,-5.706054,4.1741433,./emotion-fmri-neu/cp023_beta_disgust_congruent_c0.nii.gz,23,disgust,congruent,disgust,anger,1
10.382909,-17.027819,1.4536091,./emotion-fmri-neu/cp005_beta_disgust_congruent_c0.nii.gz,5,disgust,congruent,disgust,anger,1
11.108832,8.463502,3.3667202,./emotion-fmri-neu/cp021_beta_anger_neutral_c0.nii.gz,21,anger,neutral,anger,fear,1
11.114361,-8.802271,-15.557266,./emotion-fmri-neu/cp017_beta_fear_congruent_c0.nii.gz,17,fear,congruent,fear,anger,1
11.287748,-8.89187,-16.011766,./emotion-fmri-neu/cp017_beta_disgust_congruent_c0.nii.gz,17,disgust,congruent,disgust,anger,1
11.439937,-16.674566,2.4924862,./emotion-fmri-neu/cp005_beta_fear_congruent_c0.nii.gz,5,fear,congruent,fear,anger,1
11.476895,-5.448563,2.5282247,./emotion-fmri-neu/cp023_beta_fear_neutral_c0.nii.gz,23,fear,neutral,fear,anger,1
11.5299015,6.6132674,-7.1813316,./emotion-fmri-neu/cp006_beta_fear_congruent_c0.nii.gz,6,fear,congruent,fear,disgust,1
11.809468,8.437494,3.6479864,./emotion-fmri-neu/cp021_beta_disgust_neutral_c0.nii.gz,21,disgust,neutral,disgust,fear,1
12.291901,6.121275,-7.700819,./emotion-fmri-neu/cp006_beta_anger_congruent_c0.nii.gz,6,anger,congruent,anger,disgust,1
13.459498,8.359345,4.3317027,./emotion-fmri-neu/cp021_beta_anger_congruent_c0.nii.gz,21,anger,congruent,anger,fear,1
13.504498,7.7826657,-8.801595,./emotion-fmri-neu/cp006_beta_anger_incongruent_c0.nii.gz,6,anger,incongruent,anger,disgust,1
13.672015,8.190821,-9.603764,./emotion-fmri-neu/cp006_beta_fear_incongruent_c0.nii.gz,6,fear,incongruent,fear,disgust,1
14.000995,-7.9248495,-14.031273,./emotion-fmri-neu/cp017_beta_fear_incongruent_c0.nii.gz,17,fear,incongruent,fear,anger,1
14.173616,9.390046,-8.177935,./emotion-fmri-neu/cp006_beta_fear_neutral_c0.nii.gz,6,fear,neutral,fear,disgust,1
14.208792,-8.512127,-12.73461,./emotion-fmri-neu/cp017_beta_disgust_incongruent_c0.nii.gz,17,disgust,incongruent,disgust,anger,1
14.600135,7.9330807,5.0552764,./emotion-fmri-neu/cp021_beta_anger_incongruent_c0.nii.gz,21,anger,incongruent,anger,fear,1
14.635429,7.660499,-10.696324,./emotion-fmri-neu/cp006_beta_anger_neutral_c0.nii.gz,6,anger,neutral,anger,disgust,1
14.800957,7.1566586,5.64098,./emotion-fmri-neu/cp021_beta_disgust_incongruent_c0.nii.gz,21,disgust,incongruent,disgust,fear,1
15.103728,-7.661707,-15.1946125,./emotion-fmri-neu/cp017_beta_disgust_neutral_c0.nii.gz,17,disgust,neutral,disgust,anger,1
15.9583645,10.736381,3.7640681,./emotion-fmri-neu/cp021_beta_disgust_congruent_c0.nii.gz,21,disgust,congruent,disgust,fear,1
15.998857,-7.9879274,-15.975896,./emotion-fmri-neu/cp017_beta_fear_neutral_c0.nii.gz,17,fear,neutral,fear,anger,1
17.756184,-1.1522009,13.51831,./emotion-fmri-neu/cp002_beta_anger_neutral_c0.nii.gz,2,anger,neutral,anger,fear,1
19.612633,-1.6640078,12.0904455,./emotion-fmri-neu/cp002_beta_disgust_incongruent_c0.nii.gz,2,disgust,incongruent,disgust,fear,1
20.756847,-4.4530606,10.754161,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent,anger,fear,1
20.876982,-4.009151,11.009402,./emotion-fmri-neu/cp002_beta_disgust_congruent_c0.nii.gz,2,disgust,congruent,disgust,fear,1
20.892262,-2.0679014,12.441962,./emotion-fmri-neu/cp002_beta_anger_incongruent_c0.nii.gz,2,anger,incongruent,anger,fear,1
21.90725,-1.6751499,13.2812805,./emotion-fmri-neu/cp002_beta_disgust_neutral_c0.nii.gz,2,disgust,neutral,disgust,fear,1
22.72693,-8.175252,-2.0360293,./emotion-fmri-neu/cp018_beta_anger_neutral_c0.nii.gz,18,anger,neutral,anger,fear,1
22.810463,-7.2401485,-2.590907,./emotion-fmri-neu/cp018_beta_disgust_neutral_c0.nii.gz,18,disgust,neutral,disgust,fear,1
23.081045,-1.4104719,-2.4371955,./emotion-fmri-neu/cp018_beta_anger_incongruent_c0.nii.gz,18,anger,incongruent,anger,disgust,1
23.122232,-3.4599307,-3.8536842,./emotion-fmri-neu/cp018_beta_anger_congruent_c0.nii.gz,18,anger,congruent,anger,disgust,1
23.155825,-2.5385427,-3.4988139,./emotion-fmri-neu/cp018_beta_fear_congruent_c0.nii.gz,18,fear,congruent,fear,disgust,1
23.57529,-0.24654073,-1.9439106,./emotion-fmri-neu/cp018_beta_fear_incongruent_c0.nii.gz,18,fear,incongruent,fear,disgust,1
