Feat 1,Feat 2,Feat 3,filename,subject,emotion,priming,true_label,predicted_label,error_count
-15.979352,3.447596,-11.7959795,./emotion-fmri-neu/cp030_beta_disgust_congruent_c0.nii.gz,30,disgust,congruent,congruent,neutral,1
-15.800544,13.331123,-0.4037136,./emotion-fmri-neu/cp026_beta_fear_incongruent_c0.nii.gz,26,fear,incongruent,incongruent,neutral,1
-15.603608,13.927935,-1.572068,./emotion-fmri-neu/cp026_beta_disgust_incongruent_c0.nii.gz,26,disgust,incongruent,incongruent,neutral,1
-15.279257,-5.789477,-6.4591994,./emotion-fmri-neu/cp027_beta_disgust_incongruent_c0.nii.gz,27,disgust,incongruent,incongruent,congruent,1
-15.162225,3.0977335,-11.520039,./emotion-fmri-neu/cp030_beta_fear_congruent_c0.nii.gz,30,fear,congruent,congruent,neutral,1
-14.975391,13.528842,-1.2727549,./emotion-fmri-neu/cp026_beta_anger_incongruent_c0.nii.gz,26,anger,incongruent,incongruent,neutral,1
-14.884309,3.9218695,15.668055,./emotion-fmri-neu/cp013_beta_anger_congruent_c0.nii.gz,13,anger,congruent,congruent,incongruent,1
-14.593746,1.5307482,17.95945,./emotion-fmri-neu/cp013_beta_fear_neutral_c0.nii.gz,13,fear,neutral,neutral,incongruent,1
-14.527903,3.6624026,16.323675,./emotion-fmri-neu/cp013_beta_disgust_congruent_c0.nii.gz,13,disgust,congruent,congruent,incongruent,1
-14.412915,15.223741,-1.7770532,./emotion-fmri-neu/cp026_beta_disgust_congruent_c0.nii.gz,26,disgust,congruent,congruent,neutral,1
-14.334569,0.026691316,-8.74984,./emotion-fmri-neu/cp030_beta_anger_congruent_c0.nii.gz,30,anger,congruent,congruent,neutral,1
-14.143341,2.5226345,-11.0332365,./emotion-fmri-neu/cp030_beta_fear_incongruent_c0.nii.gz,30,fear,incongruent,incongruent,neutral,1
-13.708969,1.3156354,-9.940861,./emotion-fmri-neu/cp030_beta_anger_incongruent_c0.nii.gz,30,anger,incongruent,incongruent,neutral,1
-13.675039,4.386296,16.31512,./emotion-fmri-neu/cp013_beta_fear_congruent_c0.nii.gz,13,fear,congruent,congruent,incongruent,1
-13.257733,1.6712596,-10.2643795,./emotion-fmri-neu/cp030_beta_disgust_incongruent_c0.nii.gz,30,disgust,incongruent,incongruent,neutral,1
-12.93881,7.509996,18.027327,./emotion-fmri-neu/cp013_beta_disgust_neutral_c0.nii.gz,13,disgust,neutral,neutral,incongruent,1
-12.029633,-3.0125844,2.6291537,./emotion-fmri-neu/cp019_beta_disgust_neutral_c0.nii.gz,19,disgust,neutral,neutral,incongruent,1
-11.801042,-10.579444,10.034242,./emotion-fmri-neu/cp022_beta_disgust_congruent_c0.nii.gz,22,disgust,congruent,congruent,neutral,1
-11.598147,-13.160693,11.891632,./emotion-fmri-neu/cp022_beta_fear_neutral_c0.nii.gz,22,fear,neutral,neutral,incongruent,1
-11.108469,-14.986867,-2.2833047,./emotion-fmri-neu/cp004_beta_disgust_incongruent_c0.nii.gz,4,disgust,incongruent,incongruent,neutral,1
-10.943119,-2.5655172,5.4123554,./emotion-fmri-neu/cp019_beta_anger_congruent_c0.nii.gz,19,anger,congruent,congruent,incongruent,1
-10.476555,-11.705533,14.067588,./emotion-fmri-neu/cp022_beta_anger_congruent_c0.nii.gz,22,anger,congruent,congruent,incongruent,1
-10.441945,-16.099201,-16.151884,./emotion-fmri-neu/cp009_beta_disgust_neutral_c0.nii.gz,9,disgust,neutral,neutral,congruent,1
-10.422925,-16.005135,-2.0652013,./emotion-fmri-neu/cp004_beta_fear_incongruent_c0.nii.gz,4,fear,incongruent,incongruent,neutral,1
-10.28366,-15.057399,-2.1361263,./emotion-fmri-neu/cp004_beta_anger_incongruent_c0.nii.gz,4,anger,incongruent,incongruent,neutral,1
-10.18129,-0.737445,5.6110144,./emotion-fmri-neu/cp019_beta_disgust_congruent_c0.nii.gz,19,disgust,congruent,congruent,incongruent,1
-9.855391,-2.8432765,1.822129,./emotion-fmri-neu/cp019_beta_anger_neutral_c0.nii.gz,19,anger,neutral,neutral,incongruent,1
-9.7911215,-0.43233556,4.900633,./emotion-fmri-neu/cp019_beta_fear_congruent_c0.nii.gz,19,fear,congruent,congruent,incongruent,1
-9.726196,-15.554479,-13.80703,./emotion-fmri-neu/cp009_beta_anger_neutral_c0.nii.gz,9,anger,neutral,neutral,congruent,1
-9.715782,-14.543859,-14.685267,./emotion-fmri-neu/cp009_beta_fear_neutral_c0.nii.gz,9,fear,neutral,neutral,congruent,1
-9.567989,-4.993234,3.8497062,./emotion-fmri-neu/cp022_beta_anger_incongruent_c0.nii.gz,22,anger,incongruent,incongruent,neutral,1
-9.4349575,-3.3758335,-0.9525865,./emotion-fmri-neu/cp020_beta_disgust_congruent_c0.nii.gz,20,disgust,congruent,congruent,neutral,1
-9.21603,-14.077614,-1.9725041,./emotion-fmri-neu/cp004_beta_anger_congruent_c0.nii.gz,4,anger,congruent,congruent,neutral,1
-9.115836,-6.357622,4.139829,./emotion-fmri-neu/cp022_beta_fear_congruent_c0.nii.gz,22,fear,congruent,congruent,neutral,1
-9.0956335,-3.6728516,-2.6037118,./emotion-fmri-neu/cp020_beta_anger_incongruent_c0.nii.gz,20,anger,incongruent,incongruent,neutral,1
-8.92207,-1.0206119,2.0063298,./emotion-fmri-neu/cp019_beta_fear_neutral_c0.nii.gz,19,fear,neutral,neutral,incongruent,1
-8.609523,-14.104716,-20.158087,./emotion-fmri-neu/cp009_beta_disgust_incongruent_c0.nii.gz,9,disgust,incongruent,incongruent,congruent,1
-8.507342,-14.164184,-19.489634,./emotion-fmri-neu/cp009_beta_anger_incongruent_c0.nii.gz,9,anger,incongruent,incongruent,congruent,1
-7.9700847,20.255823,7.7545033,./emotion-fmri-neu/cp014_beta_disgust_congruent_c0.nii.gz,14,disgust,congruent,congruent,neutral,1
-7.7735415,22.965391,5.060273,./emotion-fmri-neu/cp014_beta_disgust_neutral_c0.nii.gz,14,disgust,neutral,neutral,congruent,1
-7.5365515,23.4425,7.288605,./emotion-fmri-neu/cp014_beta_fear_incongruent_c0.nii.gz,14,fear,incongruent,incongruent,congruent,1
-7.443873,19.318668,8.266445,./emotion-fmri-neu/cp014_beta_fear_congruent_c0.nii.gz,14,fear,congruent,congruent,neutral,1
-7.0392785,-0.22094736,9.819791,./emotion-fmri-neu/cp011_beta_disgust_neutral_c0.nii.gz,11,disgust,neutral,neutral,incongruent,1
-7.0271254,22.706028,6.3878937,./emotion-fmri-neu/cp014_beta_disgust_incongruent_c0.nii.gz,14,disgust,incongruent,incongruent,congruent,1
-6.9900427,-0.31300735,9.961676,./emotion-fmri-neu/cp011_beta_fear_neutral_c0.nii.gz,11,fear,neutral,neutral,incongruent,1
-6.514311,22.904922,7.046043,./emotion-fmri-neu/cp014_beta_anger_incongruent_c0.nii.gz,14,anger,incongruent,incongruent,congruent,1
-5.259307,-9.929271,-10.046735,./emotion-fmri-neu/cp008_beta_disgust_congruent_c0.nii.gz,8,disgust,congruent,congruent,neutral,1
-5.218695,23.532087,7.496501,./emotion-fmri-neu/cp014_beta_fear_neutral_c0.nii.gz,14,fear,neutral,neutral,congruent,1
-4.6809025,-9.394898,-9.627275,./emotion-fmri-neu/cp008_beta_fear_congruent_c0.nii.gz,8,fear,congruent,congruent,neutral,1
-4.52388,-11.585749,-13.9255495,./emotion-fmri-neu/cp020_beta_fear_congruent_c0.nii.gz,20,fear,congruent,congruent,neutral,1
-4.3796396,-11.486611,-15.0253525,./emotion-fmri-neu/cp020_beta_anger_congruent_c0.nii.gz,20,anger,congruent,congruent,neutral,1
-4.1233816,-16.55972,8.311953,./emotion-fmri-neu/cp010_beta_fear_congruent_c0.nii.gz,10,fear,congruent,congruent,incongruent,1
-4.035029,-20.905926,8.61355,./emotion-fmri-neu/cp010_beta_disgust_neutral_c0.nii.gz,10,disgust,neutral,neutral,incongruent,1
-4.016435,-8.80101,-9.172607,./emotion-fmri-neu/cp008_beta_disgust_incongruent_c0.nii.gz,8,disgust,incongruent,incongruent,neutral,1
-3.793458,-17.565237,9.817068,./emotion-fmri-neu/cp010_beta_anger_congruent_c0.nii.gz,10,anger,congruent,congruent,incongruent,1
-3.5046997,9.482974,-4.6610975,./emotion-fmri-neu/cp016_beta_anger_neutral_c0.nii.gz,16,anger,neutral,neutral,congruent,1
-3.4911568,-17.632275,8.128243,./emotion-fmri-neu/cp010_beta_disgust_congruent_c0.nii.gz,10,disgust,congruent,congruent,incongruent,1
-3.4442043,1.8787704,19.759714,./emotion-fmri-neu/cp001_beta_anger_congruent_c0.nii.gz,1,anger,congruent,congruent,incongruent,1
-3.2241182,11.566345,-3.5874002,./emotion-fmri-neu/cp016_beta_fear_neutral_c0.nii.gz,16,fear,neutral,neutral,congruent,1
-3.1671116,1.3119669,-2.3381474,./emotion-fmri-neu/cp015_beta_fear_neutral_c0.nii.gz,15,fear,neutral,neutral,congruent,1
-3.0204096,1.9337895,20.234377,./emotion-fmri-neu/cp001_beta_fear_congruent_c0.nii.gz,1,fear,congruent,congruent,incongruent,1
-2.8771853,0.6497547,-4.2525187,./emotion-fmri-neu/cp015_beta_fear_incongruent_c0.nii.gz,15,fear,incongruent,incongruent,congruent,1
-2.3216765,-19.925182,7.254021,./emotion-fmri-neu/cp010_beta_fear_neutral_c0.nii.gz,10,fear,neutral,neutral,incongruent,1
-2.2760165,1.891846,23.655664,./emotion-fmri-neu/cp001_beta_anger_neutral_c0.nii.gz,1,anger,neutral,neutral,incongruent,1
-2.1935315,12.675055,-13.056621,./emotion-fmri-neu/cp007_beta_anger_neutral_c0.nii.gz,7,anger,neutral,neutral,congruent,1
-2.0604928,9.318479,4.6051655,./emotion-fmri-neu/cp003_beta_anger_neutral_c0.nii.gz,3,anger,neutral,neutral,incongruent,1
-2.0472493,9.956164,-4.071869,./emotion-fmri-neu/cp016_beta_fear_incongruent_c0.nii.gz,16,fear,incongruent,incongruent,congruent,1
-1.9461063,10.978092,-2.3667781,./emotion-fmri-neu/cp016_beta_disgust_neutral_c0.nii.gz,16,disgust,neutral,neutral,congruent,1
-1.7397921,8.970551,1.514165,./emotion-fmri-neu/cp004_beta_fear_neutral_c0.nii.gz,4,fear,neutral,neutral,congruent,1
-1.7031207,-18.328705,10.697669,./emotion-fmri-neu/cp010_beta_anger_neutral_c0.nii.gz,10,anger,neutral,neutral,incongruent,1
-1.5622618,13.938244,-12.896326,./emotion-fmri-neu/cp007_beta_fear_incongruent_c0.nii.gz,7,fear,incongruent,incongruent,congruent,1
-1.1919492,10.69584,-3.9737966,./emotion-fmri-neu/cp016_beta_anger_incongruent_c0.nii.gz,16,anger,incongruent,incongruent,congruent,1
-1.1171495,14.204158,-12.141947,./emotion-fmri-neu/cp007_beta_disgust_incongruent_c0.nii.gz,7,disgust,incongruent,incongruent,congruent,1
-1.0104367,3.3940315,21.916237,./emotion-fmri-neu/cp001_beta_disgust_congruent_c0.nii.gz,1,disgust,congruent,congruent,incongruent,1
-0.95836294,0.6636745,21.970053,./emotion-fmri-neu/cp001_beta_fear_neutral_c0.nii.gz,1,fear,neutral,neutral,incongruent,1
-0.9177342,7.038969,3.0930595,./emotion-fmri-neu/cp003_beta_fear_neutral_c0.nii.gz,3,fear,neutral,neutral,incongruent,1
-0.6316448,13.305284,-14.151862,./emotion-fmri-neu/cp007_beta_disgust_neutral_c0.nii.gz,7,disgust,neutral,neutral,congruent,1
-0.4090791,-0.47694644,-2.9381313,./emotion-fmri-neu/cp015_beta_disgust_incongruent_c0.nii.gz,15,disgust,incongruent,incongruent,congruent,1
-0.29057488,12.5599785,-9.385184,./emotion-fmri-neu/cp008_beta_anger_neutral_c0.nii.gz,8,anger,neutral,neutral,congruent,1
-0.23100646,-9.830793,5.708301,./emotion-fmri-neu/cp012_beta_fear_neutral_c0.nii.gz,12,fear,neutral,neutral,incongruent,1
-0.21705392,11.038594,-4.185033,./emotion-fmri-neu/cp016_beta_disgust_incongruent_c0.nii.gz,16,disgust,incongruent,incongruent,congruent,1
-0.1384226,14.286213,-11.282622,./emotion-fmri-neu/cp007_beta_anger_incongruent_c0.nii.gz,7,anger,incongruent,incongruent,congruent,1
-0.07102947,0.38134545,-2.8012717,./emotion-fmri-neu/cp015_beta_anger_incongruent_c0.nii.gz,15,anger,incongruent,incongruent,congruent,1
-0.06383136,-8.567433,3.9649932,./emotion-fmri-neu/cp012_beta_anger_neutral_c0.nii.gz,12,anger,neutral,neutral,incongruent,1
-0.05304468,5.4099097,6.4446917,./emotion-fmri-neu/cp003_beta_disgust_congruent_c0.nii.gz,3,disgust,congruent,congruent,incongruent,1
0.0073305843,5.1538286,6.6735907,./emotion-fmri-neu/cp003_beta_fear_congruent_c0.nii.gz,3,fear,congruent,congruent,incongruent,1
0.10085623,2.7117,22.843803,./emotion-fmri-neu/cp001_beta_fear_incongruent_c0.nii.gz,1,fear,incongruent,incongruent,neutral,1
0.49079636,-6.6383777,-8.383182,./emotion-fmri-neu/cp008_beta_disgust_neutral_c0.nii.gz,8,disgust,neutral,neutral,congruent,1
0.72869146,3.1410356,22.622871,./emotion-fmri-neu/cp001_beta_disgust_incongruent_c0.nii.gz,1,disgust,incongruent,incongruent,neutral,1
0.78808224,-17.340946,-9.483085,./emotion-fmri-neu/cp029_beta_anger_neutral_c0.nii.gz,29,anger,neutral,neutral,congruent,1
0.8307557,10.251506,2.8379579,./emotion-fmri-neu/cp003_beta_disgust_neutral_c0.nii.gz,3,disgust,neutral,neutral,incongruent,1
0.86481524,15.325957,-11.643126,./emotion-fmri-neu/cp007_beta_fear_neutral_c0.nii.gz,7,fear,neutral,neutral,congruent,1
0.98966604,9.499168,5.301173,./emotion-fmri-neu/cp003_beta_anger_congruent_c0.nii.gz,3,anger,congruent,congruent,incongruent,1
1.4784839,0.4446804,-3.3559017,./emotion-fmri-neu/cp015_beta_anger_neutral_c0.nii.gz,15,anger,neutral,neutral,congruent,1
1.5305581,-6.157267,-7.5906577,./emotion-fmri-neu/cp008_beta_fear_incongruent_c0.nii.gz,8,fear,incongruent,incongruent,congruent,1
1.5628743,-18.605196,-8.948974,./emotion-fmri-neu/cp029_beta_disgust_incongruent_c0.nii.gz,29,disgust,incongruent,incongruent,neutral,1
1.7849365,-19.220484,-8.786939,./emotion-fmri-neu/cp029_beta_fear_incongruent_c0.nii.gz,29,fear,incongruent,incongruent,neutral,1
1.8629926,-2.2223794,-20.424688,./emotion-fmri-neu/cp024_beta_disgust_neutral_c0.nii.gz,24,disgust,neutral,neutral,congruent,1
1.99901,4.8224816,-8.195351,./emotion-fmri-neu/cp012_beta_fear_incongruent_c0.nii.gz,12,fear,incongruent,incongruent,congruent,1
2.0261126,-6.1198225,-7.9189334,./emotion-fmri-neu/cp008_beta_anger_incongruent_c0.nii.gz,8,anger,incongruent,incongruent,congruent,1
2.302703,13.190998,-0.58500063,./emotion-fmri-neu/cp020_beta_disgust_incongruent_c0.nii.gz,20,disgust,incongruent,incongruent,congruent,1
2.7116292,14.334149,0.670648,./emotion-fmri-neu/cp020_beta_anger_neutral_c0.nii.gz,20,anger,neutral,neutral,congruent,1
2.7746277,-18.766312,-9.205998,./emotion-fmri-neu/cp029_beta_anger_incongruent_c0.nii.gz,29,anger,incongruent,incongruent,neutral,1
2.8414667,4.881054,-9.110487,./emotion-fmri-neu/cp012_beta_disgust_neutral_c0.nii.gz,12,disgust,neutral,neutral,congruent,1
2.8756025,12.753776,-1.5302577,./emotion-fmri-neu/cp020_beta_fear_neutral_c0.nii.gz,20,fear,neutral,neutral,congruent,1
4.1957073,16.998123,5.265651,./emotion-fmri-neu/cp011_beta_fear_incongruent_c0.nii.gz,11,fear,incongruent,incongruent,neutral,1
4.3018246,16.267374,2.7551653,./emotion-fmri-neu/cp011_beta_fear_congruent_c0.nii.gz,11,fear,congruent,congruent,neutral,1
4.302597,16.727657,4.3614087,./emotion-fmri-neu/cp011_beta_anger_incongruent_c0.nii.gz,11,anger,incongruent,incongruent,neutral,1
4.3919277,-19.46964,-9.784712,./emotion-fmri-neu/cp029_beta_fear_neutral_c0.nii.gz,29,fear,neutral,neutral,congruent,1
4.8095536,16.56385,5.857447,./emotion-fmri-neu/cp011_beta_disgust_incongruent_c0.nii.gz,11,disgust,incongruent,incongruent,neutral,1
4.842592,-3.9838407,15.303501,./emotion-fmri-neu/cp025_beta_anger_congruent_c0.nii.gz,25,anger,congruent,congruent,neutral,1
5.170298,16.851759,2.40758,./emotion-fmri-neu/cp011_beta_disgust_congruent_c0.nii.gz,11,disgust,congruent,congruent,neutral,1
5.522068,16.126406,6.974642,./emotion-fmri-neu/cp011_beta_anger_congruent_c0.nii.gz,11,anger,congruent,congruent,neutral,1
5.714374,-4.3905845,16.038038,./emotion-fmri-neu/cp025_beta_fear_congruent_c0.nii.gz,25,fear,congruent,congruent,neutral,1
5.816985,0.17343009,-21.668058,./emotion-fmri-neu/cp024_beta_fear_incongruent_c0.nii.gz,24,fear,incongruent,incongruent,congruent,1
5.8262024,0.7855452,-21.541594,./emotion-fmri-neu/cp024_beta_anger_incongruent_c0.nii.gz,24,anger,incongruent,incongruent,congruent,1
5.890233,2.209908,-22.093132,./emotion-fmri-neu/cp024_beta_fear_neutral_c0.nii.gz,24,fear,neutral,neutral,congruent,1
5.9906845,-2.6784863,15.315043,./emotion-fmri-neu/cp025_beta_anger_incongruent_c0.nii.gz,25,anger,incongruent,incongruent,neutral,1
6.0247636,-1.8053857,14.8297615,./emotion-fmri-neu/cp025_beta_disgust_incongruent_c0.nii.gz,25,disgust,incongruent,incongruent,neutral,1
6.16031,17.430166,1.7030576,./emotion-fmri-neu/cp020_beta_fear_incongruent_c0.nii.gz,20,fear,incongruent,incongruent,congruent,1
6.280247,-1.1608716,-22.213346,./emotion-fmri-neu/cp024_beta_anger_neutral_c0.nii.gz,24,anger,neutral,neutral,congruent,1
6.477448,1.2892132,-20.441343,./emotion-fmri-neu/cp024_beta_disgust_incongruent_c0.nii.gz,24,disgust,incongruent,incongruent,congruent,1
6.7151904,-3.085481,15.973006,./emotion-fmri-neu/cp025_beta_fear_incongruent_c0.nii.gz,25,fear,incongruent,incongruent,neutral,1
6.8758163,-4.874675,17.002367,./emotion-fmri-neu/cp025_beta_disgust_congruent_c0.nii.gz,25,disgust,congruent,congruent,neutral,1
8.016359,-4.0897975,2.8201728,./emotion-fmri-neu/cp023_beta_disgust_incongruent_c0.nii.gz,23,disgust,incongruent,incongruent,neutral,1
8.132207,-6.1457205,1.8815132,./emotion-fmri-neu/cp023_beta_fear_congruent_c0.nii.gz,23,fear,congruent,congruent,neutral,1
8.278208,-16.441961,1.919721,./emotion-fmri-neu/cp005_beta_disgust_incongruent_c0.nii.gz,5,disgust,incongruent,incongruent,neutral,1
8.664518,-4.159072,2.6754346,./emotion-fmri-neu/cp023_beta_anger_incongruent_c0.nii.gz,23,anger,incongruent,incongruent,neutral,1
8.998114,-5.9923444,1.8010476,./emotion-fmri-neu/cp023_beta_anger_congruent_c0.nii.gz,23,anger,congruent,congruent,neutral,1
9.30731,-18.405746,2.2812154,./emotion-fmri-neu/cp005_beta_fear_incongruent_c0.nii.gz,5,fear,incongruent,incongruent,neutral,1
9.391855,-17.413832,1.8070204,./emotion-fmri-neu/cp005_beta_anger_incongruent_c0.nii.gz,5,anger,incongruent,incongruent,neutral,1
10.046681,-5.0751486,3.077227,./emotion-fmri-neu/cp023_beta_fear_incongruent_c0.nii.gz,23,fear,incongruent,incongruent,neutral,1
10.212639,-5.706054,4.1741433,./emotion-fmri-neu/cp023_beta_disgust_congruent_c0.nii.gz,23,disgust,congruent,congruent,neutral,1
10.382909,-17.027819,1.4536091,./emotion-fmri-neu/cp005_beta_disgust_congruent_c0.nii.gz,5,disgust,congruent,congruent,neutral,1
10.918388,-17.296871,3.4036994,./emotion-fmri-neu/cp005_beta_anger_congruent_c0.nii.gz,5,anger,congruent,congruent,neutral,1
11.439937,-16.674566,2.4924862,./emotion-fmri-neu/cp005_beta_fear_congruent_c0.nii.gz,5,fear,congruent,congruent,neutral,1
13.194618,6.9841084,-8.626142,./emotion-fmri-neu/cp006_beta_disgust_incongruent_c0.nii.gz,6,disgust,incongruent,incongruent,congruent,1
13.225859,9.479614,-10.16762,./emotion-fmri-neu/cp006_beta_disgust_neutral_c0.nii.gz,6,disgust,neutral,neutral,congruent,1
13.43939,-8.122951,-13.564856,./emotion-fmri-neu/cp017_beta_anger_incongruent_c0.nii.gz,17,anger,incongruent,incongruent,congruent,1
13.459498,8.359345,4.3317027,./emotion-fmri-neu/cp021_beta_anger_congruent_c0.nii.gz,21,anger,congruent,congruent,neutral,1
13.504498,7.7826657,-8.801595,./emotion-fmri-neu/cp006_beta_anger_incongruent_c0.nii.gz,6,anger,incongruent,incongruent,congruent,1
13.672015,8.190821,-9.603764,./emotion-fmri-neu/cp006_beta_fear_incongruent_c0.nii.gz,6,fear,incongruent,incongruent,congruent,1
14.000995,-7.9248495,-14.031273,./emotion-fmri-neu/cp017_beta_fear_incongruent_c0.nii.gz,17,fear,incongruent,incongruent,congruent,1
14.173616,9.390046,-8.177935,./emotion-fmri-neu/cp006_beta_fear_neutral_c0.nii.gz,6,fear,neutral,neutral,congruent,1
14.208792,-8.512127,-12.73461,./emotion-fmri-neu/cp017_beta_disgust_incongruent_c0.nii.gz,17,disgust,incongruent,incongruent,congruent,1
14.600135,7.9330807,5.0552764,./emotion-fmri-neu/cp021_beta_anger_incongruent_c0.nii.gz,21,anger,incongruent,incongruent,neutral,1
14.635429,7.660499,-10.696324,./emotion-fmri-neu/cp006_beta_anger_neutral_c0.nii.gz,6,anger,neutral,neutral,congruent,1
14.800957,7.1566586,5.64098,./emotion-fmri-neu/cp021_beta_disgust_incongruent_c0.nii.gz,21,disgust,incongruent,incongruent,neutral,1
14.980448,-6.4331927,-14.735486,./emotion-fmri-neu/cp017_beta_anger_neutral_c0.nii.gz,17,anger,neutral,neutral,congruent,1
15.103728,-7.661707,-15.1946125,./emotion-fmri-neu/cp017_beta_disgust_neutral_c0.nii.gz,17,disgust,neutral,neutral,congruent,1
15.41602,8.209498,5.193229,./emotion-fmri-neu/cp021_beta_fear_incongruent_c0.nii.gz,21,fear,incongruent,incongruent,neutral,1
15.9583645,10.736381,3.7640681,./emotion-fmri-neu/cp021_beta_disgust_congruent_c0.nii.gz,21,disgust,congruent,congruent,neutral,1
15.998857,-7.9879274,-15.975896,./emotion-fmri-neu/cp017_beta_fear_neutral_c0.nii.gz,17,fear,neutral,neutral,congruent,1
16.404816,10.528271,4.0730195,./emotion-fmri-neu/cp021_beta_fear_congruent_c0.nii.gz,21,fear,congruent,congruent,neutral,1
17.756184,-1.1522009,13.51831,./emotion-fmri-neu/cp002_beta_anger_neutral_c0.nii.gz,2,anger,neutral,neutral,incongruent,1
19.373198,-0.8841684,13.487174,./emotion-fmri-neu/cp002_beta_fear_neutral_c0.nii.gz,2,fear,neutral,neutral,incongruent,1
19.474684,-1.214392,10.5781145,./emotion-fmri-neu/cp002_beta_fear_congruent_c0.nii.gz,2,fear,congruent,congruent,incongruent,1
20.756847,-4.4530606,10.754161,./emotion-fmri-neu/cp002_beta_anger_congruent_c0.nii.gz,2,anger,congruent,congruent,incongruent,1
20.876982,-4.009151,11.009402,./emotion-fmri-neu/cp002_beta_disgust_congruent_c0.nii.gz,2,disgust,congruent,congruent,incongruent,1
21.90725,-1.6751499,13.2812805,./emotion-fmri-neu/cp002_beta_disgust_neutral_c0.nii.gz,2,disgust,neutral,neutral,incongruent,1
22.72693,-8.175252,-2.0360293,./emotion-fmri-neu/cp018_beta_anger_neutral_c0.nii.gz,18,anger,neutral,neutral,incongruent,1
22.810463,-7.2401485,-2.590907,./emotion-fmri-neu/cp018_beta_disgust_neutral_c0.nii.gz,18,disgust,neutral,neutral,incongruent,1
22.85766,-6.7017136,-2.8943343,./emotion-fmri-neu/cp018_beta_fear_neutral_c0.nii.gz,18,fear,neutral,neutral,incongruent,1
22.932816,-0.8541525,-1.8741293,./emotion-fmri-neu/cp018_beta_disgust_incongruent_c0.nii.gz,18,disgust,incongruent,incongruent,congruent,1
23.081045,-1.4104719,-2.4371955,./emotion-fmri-neu/cp018_beta_anger_incongruent_c0.nii.gz,18,anger,incongruent,incongruent,congruent,1
23.57529,-0.24654073,-1.9439106,./emotion-fmri-neu/cp018_beta_fear_incongruent_c0.nii.gz,18,fear,incongruent,incongruent,congruent,1
